Registration_number,Flag,Latitude,Longitude,Altitude,Direction,Speed,Flight_number,Flight_icao,Flight_iata,Departure_icao,Departure_iata,Arrival_icao,Arrival_iata,Airline_icao,Airline_iata,Aircraft_icao,Updated,Status
G-TTNG,UK,45.699635,-0.591202,11582,350,833,487,BAW487,BA487,LEBL,BCN,EGLL,LHR,BAW,BA,A20N,1688586759,en-route
G-UZHI,UK,38.485291,-7.403651,11590,23,948,87TC,EZY87TC,U22622,GMAD,AGA,EGGW,LTN,EZY,U2,A20N,1688586760,en-route
G-UZHJ,UK,40.18483,-3.520264,10972,11,887,48AW,EZY48AW,U26472,LEMG,AGP,EGKK,LGW,EZY,U2,A20N,1688586760,en-route
G-EZRX,UK,36.79916,27.087566,0,326,77,79YF,EZY79YF,U22065,EGCC,MAN,LGKO,KGS,EZY,U2,A320,1688586673,en-route
G-EZRY,UK,51.385292,-2.708397,0,188,3,374Y,EZY374Y,U2209,EGGD,BRS,EGPF,GLA,EZY,U2,A320,1688586617,landed
G-NEOP,UK,51.671959,-0.341568,2263,72,540,978J,BAW978J,BA978,EGLL,LHR,EDDV,HAJ,BAW,BA,A21N,1688586761,en-route
G-JZBR,UK,36.897083,30.801693,0,326,0,2NR,EXS2NR,LS1465,EGSS,STN,LTAI,AYT,EXS,LS,B738,1688586705,landed
G-JZBS,UK,37.539185,-10.334219,11582,30,948,16YG,EXS16YG,LS1664,GCTS,TFS,EGSS,STN,EXS,LS,B738,1688586759,en-route
G-UZHR,UK,51.15279,-0.168247,0,168,1,681W,EZY681W,U2821,EGKK,LGW,EGAA,BFS,EZY,U2,A20N,1688586756,landed
G-UZHS,UK,32.251328,-14.448889,11582,33,933,18WB,EZY18WB,U22304,GCTS,TFS,EGGW,LTN,EZY,U2,A20N,1688586757,en-route
G-UZHT,UK,42.07275,24.177332,11879,140,825,27BC,EZY27BC,U22555,EGGW,LTN,LTBS,DLM,EZY,U2,A20N,1688586760,en-route
G-UZHU,UK,35.479694,-11.87587,11285,216,698,81NK,EZY81NK,U22009,EGCC,MAN,GCTS,TFS,EZY,U2,A20N,1688586537,en-route
G-VPRD,UK,40.642788,-73.779297,0,30,1,45W,VIR45W,VS45,EGLL,LHR,KJFK,JFK,VIR,VS,A35K,1688586760,landed
G-TUMH,DE,43.263462,-7.82632,11582,22,929,39A,TOM39A,BY735,GVBA,BVC,EGBB,BHX,TUI,BY,B38M,1688586760,en-route
G-WUKJ,HU,51.977921,-0.089035,1363,159,390,784,WUK784,W94472,LATI,TIA,EGGW,LTN,WZZ,W9,A321,1688586760,en-route
G-LCAB,UK,51.763248,-0.153122,2545,309,496,93G,CFE93G,BA8730,EGLC,LCY,EGPF,GLA,BAW,BA,E190,1688586761,en-route
G-UZLD,UK,41.048218,20.346558,11285,157,837,64TB,EZY64TB,U28231,EGKK,LGW,LGRP,RHO,EZY,U2,A20N,1688586758,en-route
G-ZBLA,UK,53.04356,-41.477596,11582,253,840,50G,BAW50G,BA203,EGLL,LHR,KBOS,BOS,BAW,BA,B78X,1688586650,en-route
G-DRTY,UK,36.717625,28.791864,0,196,27,,,,LTBS,DLM,,,EXS,LS,B738,1688586762,en-route
G-XWBH,UK,40.095814,26.478174,12496,136,885,167,BAW167,BA167,EGLL,LHR,LLBG,TLV,BAW,BA,A35K,1688586758,en-route
G-STBN,UK,17.388245,73.899155,10363,298,961,12,BAW12,BA12,WSSS,SIN,EGLL,LHR,BAW,BA,B77W,1688586760,en-route
G-STBP,UK,55.463715,-26.4799,10972,264,818,19J,BAW19J,BA179,EGLL,LHR,KJFK,JFK,BAW,BA,B77W,1688586650,en-route
VQ-BBL,TJ,51.636066,50.038605,10972,295,801,373,SMR373,SZ373,UTDL,LBD,UUWW,VKO,SMR,SZ,B739,1688586754,en-route
OE-ING,UK,43.365784,11.374708,11582,320,729,13GV,EJU13GV,U24840,LIRN,NAP,LFPO,ORY,EZY,U2,A320,1688586759,en-route
OE-LKP,UK,45.465271,2.370366,10972,290,674,98GP,EJU98GP,U24706,LFMN,NCE,LFRS,NTE,EZY,U2,A319,1688586762,en-route
OE-IJR,UK,39.487289,2.49515,2278,314,518,83EZ,EJU83EZ,U28092,LEPA,PMI,EGKK,LGW,EZY,U2,A320,1688586758,en-route
OE-LBD,AT,47.898434,17.746582,6080,108,761,859,AUA859,OS859,LOWW,VIE,LLBG,TLV,AUA,OS,A321,1688586760,en-route
OE-ICW,UK,40.010067,4.914759,11224,72,990,15VZ,EJU15VZ,U24206,LEIB,IBZ,LIRN,NAP,EZY,U2,A320,1688586759,en-route
OE-IVD,UK,47.082596,4.251572,10363,329,766,42JQ,EJU42JQ,U24818,LIRF,FCO,LFPO,ORY,EZY,U2,A320,1688586759,en-route
OE-LBS,AT,48.170719,16.023342,4511,340,711,39B,AUA39B,OS239,LOWW,VIE,EDDB,BER,AUA,OS,A320,1688586760,en-route
OE-IVF,UK,44.777618,3.532506,9144,57,998,68PZ,EJU68PZ,U27643,LPPT,LIS,LSGG,GVA,EZY,U2,A320,1688586756,en-route
OE-IVI,UK,37.219585,24.854118,3131,93,640,65BY,EJU65BY,U21733,LFMN,NCE,LGMK,JMK,EZY,U2,A320,1688586752,en-route
OE-IVJ,UK,37.469536,15.069152,0,354,3,501C,EJU501C,U23547,LIMC,MXP,LICC,CTA,EZY,U2,A320,1688586746,landed
OE-IVL,UK,46.075516,5.823022,3368,238,494,49MB,EJU49MB,U27526,LSGG,GVA,LPFR,FAO,EZY,U2,A320,1688586761,en-route
OE-IJK,UK,49.035988,0.348816,11894,163,837,39QB,EJU39QB,U27268,EGGD,BRS,LEPA,PMI,EZY,U2,A320,1688586760,en-route
OE-IVR,UK,45.512539,5.249455,11277,269,677,72TY,EJU72TY,U27782,LIMC,MXP,LPPR,OPO,EZY,U2,A320,1688586759,en-route
OE-IVM,UK,41.946312,15.45738,9745,305,650,72VB,EJU72VB,U23660,LGKR,CFU,LIMF,TRN,EZY,U2,A320,1688586757,en-route
OE-IJX,UK,52.340332,13.865814,1173,18,485,41JC,EJU41JC,U25154,LFPO,ORY,EDDB,BER,EZY,U2,A320,1688586759,en-route
OE-LQN,UK,44.987457,8.464443,11574,283,674,34XA,EJU34XA,U21884,LGIR,HER,LFBD,BOD,EZY,U2,A319,1688586758,en-route
OE-LQX,UK,45.46352,8.581729,5135,183,675,3604,EJU3604,U23604,LIMC,MXP,LIEO,OLB,EZY,U2,A319,1688586759,en-route
OE-IJO,UK,51.504089,-1.066787,7078,285,651,4671,EJU4671,U24671,LFPG,CDG,EGGD,BRS,EZY,U2,A320,1688586761,en-route
OE-IJF,UK,45.068851,3.301526,11277,235,690,47WY,EJU47WY,U27646,,BSL,LPPT,LIS,EZY,U2,A320,1688586760,en-route
OE-LQJ,UK,48.754021,2.450096,8839,176,833,83UF,EJU83UF,U28885,LFQQ,LIL,LEPA,PMI,EZY,U2,A319,1688586761,en-route
OE-IJI,UK,51.036758,-0.456601,8442,144,809,85BJ,EJU85BJ,U23832,EGGW,LTN,LIMF,TRN,EZY,U2,A320,1688586761,en-route
OE-INB,UK,37.699959,-10.833355,10492,226,703,94FY,EJU94FY,U27627,LPPT,LIS,LPMA,FNC,EZY,U2,A320,1688586760,en-route
OE-IZG,UK,40.180573,14.138733,7658,20,714,52BU,EJU52BU,U24106,LICJ,PMO,LIRN,NAP,EZY,U2,A320,1688586759,en-route
OE-IMD,IE,55.917942,11.763182,11887,224,792,5KU,TAY5KU,3V4516,EFTU,TKU,LFPG,CDG,ABR,3V,B738,1688586760,en-route
OE-INF,UK,39.520248,-4.499021,11277,185,774,78DU,EJU78DU,U28077,EGKK,LGW,LEMG,AGP,EZY,U2,A320,1688586758,en-route
OE-INH,UK,37.940773,15.19857,6918,346,655,62VM,EJU62VM,U24112,LICC,CTA,LIRN,NAP,EZY,U2,A320,1688586759,en-route
OE-LKC,UK,46.155472,1.493591,9753,284,638,696Z,EJU696Z,U24716,LFLL,LYS,LFRS,NTE,EZY,U2,A319,1688586759,en-route
OE-LBV,AT,49.022667,2.562438,0,312,18,4BZ,AUA4BZ,OS418,LFPG,CDG,LOWW,VIE,AUA,OS,A320,1688586761,en-route
OE-LZD,AT,50.022614,15.350795,8839,145,807,238,AUA238,OS238,EDDB,BER,LOWW,VIE,AUA,OS,A320,1688586760,en-route
OE-LZC,AT,51.417297,12.811914,10668,127,864,296,AUA296,OS296,EDDV,HAJ,LOWW,VIE,AUA,OS,A320,1688586762,en-route
OE-LZA,AT,52.158802,17.722517,10972,356,888,31D,AUA31D,OS317,LOWW,VIE,ESSA,ARN,AUA,OS,A320,1688586760,en-route
OE-ISB,UK,38.841789,0.874268,1432,105,520,46PL,EJU46PL,U26715,LPPT,LIS,LEIB,IBZ,EZY,U2,A21N,1688586757,en-route
OE-LKM,UK,51.152031,-0.170383,0,78,0,87UM,EJU87UM,U28434,EGKK,LGW,LFLL,LYS,EZY,U2,A319,1688586749,landed
OE-IJL,UK,39.437099,-0.229614,10256,285,707,54BL,EJU54BL,U27768,LEIB,IBZ,LPPR,OPO,EZY,U2,A320,1688586759,en-route
OE-LQB,UK,40.567436,-3.55957,807,179,251,79YK,EJU79YK,U24579,LFPG,CDG,LEMD,MAD,EZY,U2,A319,1688586760,en-route
OE-LBI,AT,48.139015,16.749361,944,145,474,15G,AUA15G,OS156,EDDL,DUS,LOWW,VIE,AUA,OS,A320,1688586762,en-route
OE-LBM,AT,49.362625,8.204041,11590,278,772,419,AUA419,OS419,LOWW,VIE,LFPG,CDG,AUA,OS,A320,1688586760,en-route
OE-ILC,IE,48.085281,16.196526,10980,297,877,816,TAY816,3V816,UAAA,ALA,EBLG,LGG,ABR,3V,B744,1688586759,en-route
OE-LQE,UK,46.941559,-3.290955,11902,177,800,78YX,EJU78YX,U27004,EGGD,BRS,LEMG,AGP,EZY,U2,A319,1688586761,en-route
OE-LWG,AT,50.805485,17.512665,10668,179,766,6MD,AUA6MD,OS316,ESSA,ARN,LOWW,VIE,AUA,OS,E195,1688586761,en-route
OE-LWI,AT,47.466545,8.546501,0,154,25,567,AUA567,OS567,LOWW,VIE,LSZH,ZRH,AUA,OS,E195,1688586762,en-route
OE-LWJ,AT,43.656006,7.40817,1775,55,494,430,AUA430,OS430,LFMN,NCE,LOWW,VIE,AUA,OS,E195,1688586761,en-route
OE-LWM,AT,46.101746,14.013329,9006,230,740,5EC,AUA5EC,OS527,LOWW,VIE,LIPZ,VCE,AUA,OS,E195,1688586760,en-route
OE-IJN,UK,44.160828,14.988354,10972,309,742,76NZ,EJU76NZ,U23668,LGMK,JMK,LIMC,MXP,EZY,U2,A320,1688586760,en-route
OO-ABG,BE,39.027649,6.950942,10668,186,885,2305,ABB2305,KF2305,EBBR,BRU,FAOR,JNB,ABB,KF,A339,1688586759,en-route
OO-ACE,BE,40.735023,50.940796,11887,84,1057,1851,ICL1851,5C1851,LLBG,TLV,VHHH,HKG,CHG,5C,B744,1688586362,en-route
OO-ACF,BE,47.309319,-58.546001,12496,61,970,532,CHG532,X7532,KJFK,JFK,EBLG,LGG,CHG,X7,B744,1688586754,en-route
LZ-MDK,BG,44.222485,4.714877,8267,6,833,845,MAC845,3O845,GMFO,OUD,LFLL,LYS,VAW,3O,A320,1688586759,en-route
LZ-BHM,BG,52.299065,10.847037,3108,287,509,495,UBD495,UD495,ORER,EBL,EDDV,HAJ,BGH,UD,A320,1688586762,en-route
LZ-LAH,DE,45.238449,16.19836,10972,325,807,9ZD,CFG9ZD,DE1583,LGSA,CHQ,EDDF,FRA,CFG,DE,A320,1688586760,en-route
LZ-EAE,CZ,40.304832,24.298012,10675,174,833,3EG,TVS3EG,QS1106,LKPR,PRG,LGIR,HER,TVS,QS,A320,1688586755,en-route
LZ-LAK,DE,41.313263,21.417664,10957,305,853,9EW,CFG9EW,DE1663,LGIR,HER,EDDF,FRA,CFG,DE,A320,1688586758,en-route
LZ-FSB,BG,40.601166,0.138489,11887,192,763,132Q,MAC132Q,3O132,EBBR,BRU,GMMW,NDR,VAW,3O,A320,1688586759,en-route
LZ-EAG,BG,50.42762,19.178417,1348,235,342,362,AMQ362,,EPKT,KTW,LGIR,HER,EAF,,A321,1688586757,en-route
SX-AQG,GR,41.433289,2.495582,723,273,414,,,,LEMG,AGP,LEBL,BCN,RJB,,C56X,1688586759,en-route
SX-FIT,GR,38.097607,24.623526,4267,238,500,305,SEH305,GQ305,LGMT,MJT,LGAV,ATH,SEH,GQ,AT76,1688586759,en-route
LN-TUM,SE,55.550877,6.51,12496,21,890,836,SAS836,SK836,LFPG,CDG,ENGM,OSL,SAS,SK,B737,1688586762,en-route
PH-BXB,NL,52.580017,12.716599,3909,94,653,51T,KLM51T,KL1835,EHAM,AMS,EDDB,BER,KLM,KL,B738,1688586759,en-route
PH-BXD,NL,41.81218,11.938456,2682,300,496,84A,KLM84A,KL1608,LIRF,FCO,EHAM,AMS,KLM,KL,B738,1688586760,en-route
PH-HZD,NL,51.552612,4.726942,2286,69,561,2K,TRA2K,HV6652,LEMG,AGP,EHEH,EIN,TRA,HV,B738,1688586761,en-route
PH-BXG,NL,52.799362,2.486834,7665,105,903,72C,KLM72C,KL1080,EGCC,MAN,EHAM,AMS,KLM,KL,B738,1688586760,en-route
PH-BXI,NL,52.266449,4.511414,2301,329,481,59W,KLM59W,KL1083,EHAM,AMS,EGCC,MAN,KLM,KL,B738,1688586762,en-route
PH-BXK,NL,53.603302,5.446708,9944,19,855,63G,KLM63G,KL1151,EHAM,AMS,ENGM,OSL,KLM,KL,B738,1688586760,en-route
PH-BXL,NL,51.214096,11.939615,11887,105,888,1981,KLM1981,KL1981,EHAM,AMS,LHBP,BUD,KLM,KL,B738,1688586761,en-route
PH-BXM,NL,51.198662,7.173996,10614,135,887,45D,KLM45D,KL1801,EHAM,AMS,EDDM,MUC,KLM,KL,B738,1688586761,en-route
PH-BXN,NL,50.635288,9.887176,11277,113,898,73W,KLM73W,KL1359,EHAM,AMS,LKPR,PRG,KLM,KL,B738,1688586761,en-route
PH-BQA,NL,22.207321,3.471102,11277,180,944,129,KLM129,KL587,EHAM,AMS,DNMM,LOS,KLM,KL,B772,1688586650,en-route
PH-BQB,NL,52.312305,4.762802,0,267,0,896,KLM896,KL896,ZSPD,PVG,EHAM,AMS,KLM,KL,B772,1688586734,landed
PH-BQL,NL,46.123959,22.990814,10058,119,916,845,KLM845,KL845,EHAM,AMS,RKSI,ICN,KLM,KL,B772,1688586759,en-route
P4-136,NG,40.163773,33.874634,12496,100,929,,,,LFPB,LBG,UAAA,ALA,APK,P4,GLEX,1688586757,en-route
PH-HZO,NL,50.350109,3.17928,9532,33,887,6792,TRA6792,HV6792,LEBL,BCN,EHEH,EIN,TRA,HV,B738,1688586762,en-route
PH-BXY,NL,54.452637,9.765715,11468,234,809,18X,KLM18X,KL1134,EKCH,CPH,EHAM,AMS,KLM,KL,B738,1688586762,en-route
PH-BGA,NL,50.282143,7.294476,11887,163,840,95L,KLM95L,KL1627,EHAM,AMS,LIML,LIN,KLM,KL,B738,1688586761,en-route
PH-BGB,NL,47.344276,10.654062,11887,137,905,1951,KLM1951,KL1951,EHAM,AMS,LDSP,SPU,KLM,KL,B738,1688586760,en-route
PH-BVD,NL,12.874859,82.996986,9144,293,918,838,KLM838,KL838,WSSS,SIN,EHAM,AMS,KLM,KL,B77W,1688586748,en-route
PH-BGG,NL,52.322525,4.373627,1287,13,488,26P,KLM26P,KL1246,LFPG,CDG,EHAM,AMS,KLM,KL,B737,1688586761,en-route
PH-HSI,NL,47.239208,-1.891832,11582,47,940,5834,TRA5834,HV5834,GCTS,TFS,EHRD,RTM,TRA,HV,B738,1688586759,en-route
PH-HSJ,NL,45.987854,19.250393,10972,318,855,2G,TRA2G,HV6862,LGAV,ATH,EHAM,AMS,TRA,HV,B738,1688586761,en-route
PH-EXB,NL,57.060287,6.826585,11277,15,853,1177,KLM1177,KL1177,EHAM,AMS,ENVA,TRD,KLM,KL,E190,1688586757,en-route
PH-EXC,NL,52.303734,4.773064,0,118,11,81P,KLM81P,KL1349,EHAM,AMS,EKBI,BLL,KLM,KL,E190,1688586758,en-route
PH-HSK,NL,48.433273,0.534282,11582,38,920,54V,TRA54V,HV6780,GCLP,LPA,EHEH,EIN,TRA,HV,B738,1688586761,en-route
PH-HSM,NL,42.816326,26.313171,10972,308,864,6308,TRA6308,HV6308,OLBA,BEY,EHAM,AMS,TRA,HV,B738,1688586760,en-route
PH-EXF,NL,46.178612,10.845291,10058,166,868,1595,KLM1595,KL1595,EHAM,AMS,LIPE,BLQ,KLM,KL,E190,1688586760,en-route
PH-BHG,NL,47.424721,-71.169998,10965,228,951,685,KLM685,KL685,EHAM,AMS,MMMX,MEX,KLM,KL,B789,1688586758,en-route
PH-BHH,NL,44.824665,96.409065,11308,89,1011,863,KLM863,KL863,EHAM,AMS,RJAA,NRT,KLM,KL,B789,1688586650,en-route
PH-BHM,NL,56.452457,-12.281685,11582,292,874,695,KLM695,KL695,EHAM,AMS,CYYZ,YYZ,KLM,KL,B789,1688586756,en-route
PH-EXR,NL,52.30117,4.755354,0,45,16,926,KLM926,KL926,EGPE,INV,EHAM,AMS,KLM,KL,E75L,1688586739,en-route
PH-BHP,NL,50.539436,14.347328,9448,131,920,805,KLM805,KL805,EHAM,AMS,WMKK,KUL,KLM,KL,B789,1688586760,en-route
PH-EXW,NL,48.491695,15.907769,10363,309,729,23A,KLM23A,KL1978,LHBP,BUD,EHAM,AMS,KLM,KL,E75L,1688586760,en-route
PH-EXY,NL,53.914261,5.070661,10668,4,803,61Y,KLM61Y,KL1205,EHAM,AMS,ENZV,SVG,KLM,KL,E190,1688586761,en-route
PH-BKM,NL,41.965866,-87.8302,464,270,309,611,KLM611,KL611,EHAM,AMS,KORD,ORD,KLM,KL,B78X,1688586761,en-route
PH-NXA,NL,51.195358,15.281296,11887,108,881,1999,KLM1999,KL1999,EHAM,AMS,EPKK,KRK,KLM,KL,E295,1688586760,en-route
PH-NXG,NL,51.595963,-0.578786,2301,54,551,36C,KLM36C,KL1032,EGLL,LHR,EHAM,AMS,KLM,KL,E295,1688586762,en-route
PH-NXJ,NL,52.600937,4.679489,1196,119,427,76T,KLM76T,KL1676,LEBL,BCN,EHAM,AMS,KLM,KL,E295,1688586760,en-route
PH-NXK,NL,52.302719,4.767164,0,59,37,,,,EHAM,AMS,,,KLM,KL,E295,1688586762,en-route
SP-ESB,PL,39.644257,11.615723,10957,18,805,4278,ENT4278,E44278,DTNH,NBE,EPKT,KTW,ENT,E4,B738,1688586760,en-route
SP-ESD,PL,39.610542,19.91078,0,59,18,58WM,ENT58WM,,EPPO,POZ,LGKR,CFU,ENT,E4*,B738,1688586754,en-route
SP-ESF,PL,42.253555,19.502605,8968,259,766,6052,ENT6052,E46052,BKPR,PRN,,BSL,ENT,E4,B738,1688586758,en-route
SP-ESK,PL,44.396118,24.569679,11285,147,840,7941,ENT7941,E47941,EPWA,WAW,LTAI,AYT,ENT,E4,B738,1688586759,en-route
SP-LDG,PL,51.602783,19.708557,6347,70,781,3860,LOT3860,LO3860,EPWR,WRO,EPWA,WAW,LOT,LO,E170,1688586759,en-route
SP-LDI,PL,50.771301,10.856571,7315,251,698,3AK,LOT3AK,LO383,EPWA,WAW,EDDF,FRA,LOT,LO,E170,1688586760,en-route
CS-LTT,PT,36.708115,-4.995003,8534,283,635,403R,NJE403R,,LEMG,AGP,LPPR,OPO,NJE,,C68A,1688586760,en-route
CS-PHF,PT,46.232296,6.103952,0,42,33,890R,NJE890R,,LSGG,GVA,LIRF,FCO,NJE,,E55P,1688586752,en-route
CS-TAY,PT,38.903687,-8.983891,2476,44,498,494Y,TAP494Y,TP494,LPPT,LIS,LFBO,TLS,TAP,TP,E195,1688586760,en-route
CS-TJF,PT,40.97699,5.689758,10683,277,698,843Y,TAP843Y,TP843,LIRF,FCO,LPPT,LIS,TAP,TP,A321,1688586758,en-route
CS-TJH,PT,44.854431,2.739912,10675,239,687,551,TAP551,TP551,EDDM,MUC,LPPT,LIS,TAP,TP,A321,1688586759,en-route
CS-TJR,PT,41.192261,-5.528932,11582,51,1003,446T,TAP446T,TP446,LPPT,LIS,LFPO,ORY,TAP,TP,A21N,1688586760,en-route
CS-TKQ,PT,38.78373,-9.133087,0,106,27,152,RZO152,S4152,LPHR,HOR,LPPT,LIS,RZO,S4,A320,1688586761,en-route
CS-TPQ,PT,38.765003,-9.14183,0,284,5,406,TAP406,TP406,LPPT,LIS,LFML,MRS,TAP,TP,E190,1688586754,en-route
CS-TPS,PT,39.690392,-5.677429,10668,255,675,45LV,TAP45LV,TP1045,LEBL,BCN,LPPT,LIS,TAP,TP,E190,1688586760,en-route
CS-TSG,PT,37.848907,4.488675,10363,294,761,6822,RZO6822,S46822,DTTJ,DJE,LPPT,LIS,RZO,S4,A21N,1688586759,en-route
CS-TST,PT,39.809982,7.865784,10058,275,781,2009,RAM2009,AT2009,OEJN,JED,GMMN,CMN,MMZ,AT,B763,1688586758,en-route
CS-TSX,PT,43.114288,-47.462994,10972,282,835,323,RZO323,S4323,LPPD,PDL,CYYZ,YYZ,MMZ,S4,B772,1688586650,en-route
CS-TTP,PT,50.15744,2.430581,10607,35,898,668,TAP668,TP668,LPPT,LIS,EHAM,AMS,TAP,TP,A319,1688586762,en-route
CS-TTS,PT,46.735653,-0.904106,11582,44,922,72GH,TAP72GH,TP572,LPPT,LIS,EDDF,FRA,TAP,TP,A319,1688586762,en-route
CS-TTW,PT,38.766003,-9.142521,0,292,0,1970,TAP1970,TP1970,LPPT,LIS,LPPR,OPO,TAP,TP,E195,1688586760,landed
CS-TTY,PT,40.498642,-3.576908,0,180,25,1014,TAP1014,TP1014,LPPT,LIS,LEMD,MAD,TAP,TP,E195,1688586757,en-route
T7-ULS,ID,13.828354,76.319984,12192,296,916,6207,GIA6207,GA6207,WARQ,SOC,,,GIA,GA,A333,1688586759,en-route
ZA-MMK,AL,43.252258,11.140073,6187,109,792,2010,ABN2010,ZB2010,LIRP,PSA,LATI,TIA,ABN,ZB,A320,1688586757,en-route
UR-PSF,UA,30.641615,29.339153,11277,129,811,3116,FEG3116,FT3116,LJLJ,LJU,HEGN,HRG,WRC,FT,B738,1688586750,en-route
UR-SQD,UA,48.704906,21.858673,8923,354,842,7553,SQP7553,PQ7553,HESH,SSH,EPRJ,RZE,SQP,PQ,B737,1688586761,en-route
UR-SQG,UA,51.695023,4.159068,10957,268,763,617,FIA617,5F617,LUKK,KIV,EGGW,LTN,SQP,5F,B738,1688586761,en-route
ES-SAY,DE,41.050602,27.335608,11269,145,796,5DK,TOM5DK,BY236,EGCC,MAN,LTBS,DLM,TUI,BY,A320,1688586760,en-route
ES-SAD,LV,41.498993,22.458162,7696,335,831,82C,SAS82C,SK1824,LGTS,SKG,ESSA,ARN,ART,SK,A320,1688586753,en-route
ES-NAB,EE,37.924416,23.94409,0,39,9,313,CYP313,CY313,LGAV,ATH,LCLK,LCA,NDA,CY,A320,1688586760,en-route
ES-MBA,UK,41.057648,-5.814941,10972,52,1031,6417,MBU6417,DI6417,GCLA,SPC,EDDM,MUC,MBU,DI,A20N,1688586762,en-route
ES-MBC,UK,43.216919,6.608787,10370,47,948,6513,MBU6513,DI6513,LEPA,PMI,EDDM,MUC,MBU,DI,A20N,1688586759,en-route
4O-MNE,ME,42.928528,24.722624,12192,281,831,,,,LTFM,IST,,,,,LJ45,1688586761,en-route
EK-FOA,MD,44.186188,48.53249,10972,185,879,312,FIE312,3F312,UUDD,DME,UDYZ,EVN,FIA,3F,A319,1688586757,en-route
EK-AAB,AM,40.087154,34.539017,10675,98,903,401,AAG401,JI401,LTFM,IST,UDYZ,EVN,AAG,JI,A321,1688586344,en-route
4K-AZ04,AZ,41.283688,67.934647,4998,92,764,5031,AHY5031,J25031,UBBB,GYD,UTTT,TAS,AHY,J2,A319,1688586753,en-route
JU-1021,MN,54.090767,85.09549,11285,108,814,138,MGL138,OM138,EDDF,FRA,ZMCK,UBN,MGL,OM,B763,1688585817,en-route
UP-B3720,KZ,43.957901,75.797424,7627,111,838,712,VSV712,DV712,UATT,AKX,UAAA,ALA,VSV,DV,B38M,1688586755,en-route
UP-B3730,KZ,40.091309,41.648987,11277,88,937,496,VSV496,DV496,LTFM,IST,UATT,AKX,VSV,DV,B738,1688586753,en-route
YA-KMJ,AF,41.211868,28.728821,373,359,251,9909,KMF9909,RQ9909,OAKB,KBL,LTFM,IST,KMF,RQ,B733,1688586761,en-route
S2-AFM,BD,24.388391,60.177094,10972,245,900,327,BBC327,BG327,VGHS,DAC,OMAA,AUH,BBC,BG,B738,1688586756,en-route
S2-AHO,BD,25.097103,66.578545,10972,263,898,721,BBC721,BG721,VGHS,DAC,OOMS,MCT,BBC,BG,B738,1688585735,en-route
S2-AJA,BD,23.347115,63.725204,10972,273,927,321,UBG321,BS321,VGEG,CGP,OOMS,MCT,UBG,BS,B738,1688586650,en-route
S2-AJT,BD,24.957916,66.32431,12192,265,938,347,BBC347,BG347,VGHS,DAC,OMDB,DXB,BBC,BG,B788,1688586323,en-route
S2-AEW,BD,10.01944,99.934479,11582,346,853,387,BBC387,BG387,WMKK,KUL,VGHS,DAC,BBC,BG,B738,1688586761,en-route
XY-ALJ,MM,24.994125,102.849525,3177,218,453,761,MMA761,8M761,ZPPP,KMG,VYYY,RGN,MMA,8M,A320,1688586757,en-route
9K-AKG,KW,29.625891,35.901218,11285,79,868,552,KAC552,KU552,HECA,CAI,OKBK,KWI,KAC,KU,A320,1688586756,en-route
9K-AOC,KW,21.025877,82.070419,10363,276,987,418,KAC418,KU418,RPLL,MNL,OKBK,KWI,KAC,KU,B77W,1688586758,en-route
9K-AOE,KW,23.848478,90.403503,0,53,0,283,KAC283,KU283,OKBK,KWI,VGHS,DAC,KAC,KU,B77W,1688586760,landed
9K-CBJ,KW,37.467499,50.282085,11894,177,892,1375,JZR1375,J91375,URML,MCX,OKBK,KWI,JZR,J9,A20N,1688585778,en-route
9K-CBK,KW,17.971436,75.40081,10668,117,814,403,JZR403,J9403,OKBK,KWI,VOHS,HYD,JZR,J9,A20N,1688586759,en-route
9K-CBC,KW,17.031097,73.694214,10652,120,783,431,JZR431,J9431,OKBK,KWI,VOBL,BLR,JZR,J9,A20N,1688586759,en-route
9K-CBD,KW,16.918945,72.593269,10058,120,833,551,JZR551,J9551,OKBK,KWI,VCBI,CMB,JZR,J9,A20N,1688586162,en-route
HZ-AK11,SA,15.052387,94.221199,10363,249,942,871,SVA871,SV871,RPLL,MNL,OEJN,JED,SVA,SV,B77W,1688585263,en-route
HZ-AK21,SA,1.598938,91.095512,10363,295,972,823,SVA823,SV823,WIII,CGK,OEJN,JED,SVA,SV,B77W,1688586650,en-route
HZ-AK71,SA,24.572845,103.465218,11917,115,885,978,SVA978,SV978,OERK,RUH,ZGGG,CAN,SVA,SV,B77L,1688586757,en-route
HZ-AK72,SA,23.171656,75.112206,10363,270,955,963,SVA963,SV963,VHHH,HKG,OERK,RUH,SVA,SV,B77L,1688586429,en-route
HZ-AK73,SA,21.475296,113.957733,6812,203,724,985,SVA985,SV985,VHHH,HKG,OERK,RUH,SVA,SV,B77L,1688586591,en-route
HZ-AK41,SA,33.575989,24.904232,11887,139,875,122,SVA122,SV122,EGLL,LHR,OERK,RUH,SVA,SV,B77W,1688586754,en-route
HZ-AK43,SA,47.621429,10.07563,11277,139,966,118,SVA118,SV118,EGLL,LHR,OERK,RUH,SVA,SV,B77W,1688586761,en-route
HZ-FAB,SA,28.00983,34.397278,10957,310,898,611,FAD611,F3611,OERK,RUH,HECA,CAI,FAD,F3,A320,1688586752,en-route
YI-ARE,IQ,39.565956,34.927795,8732,115,840,202,IAW202,IA202,LTAC,ESB,ORBI,BGW,IAW,IA,BCS3,1688586697,en-route
