Registration_number,Flag,Latitude,Longitude,Altitude,Direction,Speed,Flight_number,Flight_icao,Flight_iata,Departure_icao,Departure_iata,Arrival_icao,Arrival_iata,Airline_icao,Airline_iata,Aircraft_icao,Updated,Status
T7-BCP,SM,36.076126,-0.291939,13106,116,996,,,,LPCS,CAT,HSSJ,JUB,,,GLF6,1687905486,en-route
UR-SQD,UA,44.499702,28.191187,11582,344,809,7506,FIA7506,5F7506,HESH,SSH,LUKK,KIV,SQP,5F,B737,1687905486,en-route
UR-SQC,UA,40.011974,8.938626,11277,151,838,725,TAR725,TU725,LFPO,ORY,DTTA,TUN,SQP,TU,B738,1687905486,en-route
UR-SQG,UA,46.495258,28.437767,5074,35,681,4104,TWI4104,TI4104,LTAI,AYT,LUKK,KIV,SQP,TI,B738,1687905478,en-route
UR-SQQ,UA,45.337372,27.945753,11056,169,835,5315,FIA5315,5F5315,LUKK,KIV,LTAI,AYT,SQP,5F,B738,1687905485,en-route
EW-400PO,BY,47.655571,45.837498,10363,154,838,735,BRU735,B2735,UMMS,MSQ,UGTB,TBS,BRU,B2,E195,1687905483,en-route
EW-527PA,BY,48.68121,44.447144,11277,346,474,8108,BRU8108,B28108,LTAI,AYT,UMMS,MSQ,BRU,B2,B738,1687904467,en-route
ES-SAG,DE,52.348225,-0.951887,7978,329,700,7EC,TOM7EC,BY2267,LGZA,ZTH,EGCC,MAN,TUI,BY,A320,1687905487,en-route
EK-YRB,AM,52.185104,49.394138,10668,162,487,406,ACY406,G6406,UUDD,DME,UDYZ,EVN,ACY,G6,A320,1687905485,en-route
EK-FOA,MD,43.974686,49.815479,11277,50,909,477,FIE477,3F477,UDYZ,EVN,USSS,SVX,FIA,3F,A319,1687905480,en-route
EK-SHC,AM,54.066284,41.905231,10066,129,755,,,,UUEE,SVO,,,SHS,,B735,1687905487,en-route
4K-AZ64,AZ,51.695423,50.650635,10058,92,926,9084,AHY9084,J29084,URWW,VOG,UBBB,GYD,AHY,J2,E190,1687905485,en-route
4K-AZ81,AZ,50.19223,51.412907,11285,171,881,184,AHY184,J2184,UUDD,DME,UBBB,GYD,AHY,J2,B763,1687904753,en-route
4K-AZ84,AZ,50.082779,51.233513,10675,177,846,20,AHY20,J220,ULLI,LED,UBBB,GYD,AHY,J2,A320,1687905444,en-route
UP-B3726,KZ,42.732441,50.969345,10972,232,774,5275,VSV5275,DV5275,UACC,NQZ,LTAI,AYT,VSV,DV,B39M,1687905252,en-route
UP-B3727,KZ,50.832718,69.852219,7010,260,738,5216,VSV5216,DV5216,UACC,NQZ,LTAI,AYT,VSV,DV,B39M,1687905479,en-route
UP-B3730,KZ,54.591297,54.095264,10668,103,866,814,VSV814,DV814,UUWW,VKO,UACC,NQZ,VSV,DV,B738,1687905482,en-route
UP-B3731,KZ,43.25256,61.736954,11887,96,916,486,VSV486,DV486,LTFM,IST,UAII,CIT,VSV,DV,B738,1687905416,en-route
UP-B3737,KZ,43.759243,76.535011,4236,113,731,816,VSV816,DV816,UUWW,VKO,UAAA,ALA,VSV,DV,B38M,1687905482,en-route
S2-AJA,BD,23.078876,107.663673,11612,314,850,326,UBG326,BS326,ZGGG,CAN,VGHS,DAC,UBG,BS,B738,1687905419,en-route
S2-AJD,BD,3.445936,103.397972,9685,339,872,308,UBG308,BS308,WSSS,SIN,VGHS,DAC,UBG,BS,B738,1687905482,en-route
S2-AJS,BD,49.828033,11.711715,11277,105,1024,208,BBC208,BG208,EGCC,MAN,VGSY,ZYL,BBC,BG,B788,1687905485,en-route
S2-AEQ,BD,24.136597,67.382202,10668,90,855,252,BBC252,BG252,OMSJ,SHJ,VGSY,ZYL,BBC,BG,B738,1687905486,en-route
S2-AEW,BD,23.605091,58.280373,0,84,33,722,BBC722,BG722,OOMS,MCT,VGHS,DAC,BBC,BG,B738,1687905485,en-route
XY-ALV,MM,16.901628,96.374817,1584,325,487,4,UBA4,UB4,WSSS,SIN,VYYY,RGN,UBA,UB,B738,1687905485,en-route
9K-AKE,KW,30.110662,31.408731,0,244,25,543,KAC543,KU543,OKBK,KWI,HECA,CAI,KAC,KU,A320,1687905441,en-route
9K-AKG,KW,24.254229,58.720837,10668,112,844,303,KAC303,KU303,OKBK,KWI,VABB,BOM,KAC,KU,A320,1687905485,en-route
9K-AKH,KW,23.525732,60.257923,10363,292,890,302,KAC302,KU302,VABB,BOM,OKBK,KWI,KAC,KU,A320,1687905484,en-route
9K-AOD,KW,28.533875,73.34594,11582,267,879,382,KAC382,KU382,VIDP,DEL,OKBK,KWI,KAC,KU,B77W,1687904910,en-route
9K-AOE,KW,25.6001,85.057968,10363,287,946,284,KAC284,KU284,VGHS,DAC,OKBK,KWI,KAC,KU,B77W,1687904706,en-route
9K-APG,KW,50.09407,6.982925,11887,108,955,106,KAC106,KU106,EGLL,LHR,OKBK,KWI,KAC,KU,A338,1687905487,en-route
9K-AKO,KW,29.631058,56.681259,10660,88,892,383,KAC383,KU383,OKBK,KWI,VIDP,DEL,KAC,KU,A20N,1687905416,en-route
9K-CBK,KW,53.510307,45.021973,11277,117,468,336,JZR336,J9336,UUDD,DME,OKBK,KWI,JZR,J9,A20N,1687905486,en-route
9K-CBD,KW,18.346563,71.926392,10988,297,864,404,JZR404,J9404,VOHS,HYD,OKBK,KWI,JZR,J9,A20N,1687905386,en-route
HZ-AK12,SA,23.877228,59.746552,10972,250,953,705,SVA705,SV705,OPKC,KHI,OEJN,JED,SVA,SV,B77W,1687905482,en-route
HZ-AK13,SA,22.711945,53.405239,9448,97,914,862,SVA862,SV862,OERK,RUH,RPLL,MNL,SVA,SV,B77W,1687905483,en-route
HZ-AK14,SA,24.517557,59.669537,11582,274,957,805,SVA805,SV805,VGHS,DAC,OERK,RUH,SVA,SV,B77W,1687905416,en-route
HZ-AK17,SA,29.12373,66.646271,11582,259,890,739,SVA739,SV739,OPLA,LHE,OEJN,JED,SVA,SV,B77W,1687905416,en-route
HZ-AK72,SA,26.381573,38.643192,11277,84,916,932,SVA932,SV932,EBLG,LGG,OERK,RUH,SVA,SV,B77L,1687905335,en-route
HZ-AK27,SA,33.105011,71.555054,11582,213,903,727,SVA727,SV727,OPIS,ISB,OEJN,JED,SVA,SV,B77W,1687905047,en-route
HZ-AK28,SA,23.67617,65.336563,10058,84,907,806,SVA806,SV806,OERK,RUH,VGHS,DAC,SVA,SV,B77W,1687905416,en-route
HZ-ARG,SA,23.461258,58.578751,11277,67,864,882,SVA882,SV882,OEJN,JED,ZGGG,CAN,SVA,SV,B789,1687905486,en-route
HZ-AQ29,SA,26.33083,38.06842,11887,84,877,320,SVA320,SV320,HECA,CAI,OERK,RUH,SVA,SV,A333,1687905479,en-route
4X-EHA,IL,39.323135,15.517173,10668,105,864,392,ELY392,LY392,LEBL,BCN,LLBG,TLV,ELY,LY,B739,1687905482,en-route
4X-EHD,IL,48.095074,14.656114,10668,124,976,304,ELY304,LY304,EIDW,DUB,LLBG,TLV,ELY,LY,B739,1687905487,en-route
4X-EHE,IL,47.864731,10.00946,10668,116,942,326,ELY326,LY326,LFPG,CDG,LLBG,TLV,ELY,LY,B739,1687905487,en-route
4X-EHF,IL,38.105705,22.311741,10668,116,918,1322,ELY1322,LY1322,LFML,MRS,LLBG,TLV,ELY,LY,B739,1687905487,en-route
4X-EHH,IL,40.387325,9.675085,10668,101,825,398,ELY398,LY398,LEMD,MAD,LLBG,TLV,ELY,LY,B739,1687905486,en-route
4X-EKU,IL,41.863953,18.683311,11277,128,863,388,ELY388,LY388,LIMC,MXP,LLBG,TLV,ELY,LY,B738,1687905481,en-route
4X-EKT,IL,44.031898,17.935049,11277,129,901,314,ELY314,LY314,EGGW,LTN,LLBG,TLV,ELY,LY,B738,1687905486,en-route
4X-EKB,IL,40.682373,25.656572,11277,136,872,336,ELY336,LY336,EHAM,AMS,LLBG,TLV,ELY,LY,B738,1687905483,en-route
4X-EKC,IL,33.98497,31.898636,11277,128,859,364,ELY364,LY364,LOWW,VIE,LLBG,TLV,ELY,LY,B738,1687905483,en-route
4X-EKI,IL,34.740353,29.991703,11887,122,894,384,ELY384,LY384,LIRF,FCO,LLBG,TLV,ELY,LY,B738,1687905483,en-route
4X-EKO,IL,40.062298,-5.737922,10972,68,800,376,ELY376,LY376,LPPT,LIS,LLBG,TLV,ELY,LY,B738,1687905486,en-route
4X-ECB,IL,24.255764,58.717155,11277,113,885,81,ELY81,LY81,LLBG,TLV,VTBS,BKK,ELY,LY,B772,1687905488,en-route
4X-ECF,IL,25.095798,56.101219,10972,284,944,82,ELY82,LY82,VTBS,BKK,LLBG,TLV,ELY,LY,B772,1687905486,en-route
4X-ERC,IL,49.00526,8.15706,12496,122,966,318,ELY318,LY318,EGLL,LHR,LLBG,TLV,ELY,LY,B788,1687905487,en-route
4X-ABG,IL,34.350849,32.330589,11269,153,463,352,ISR352,6H352,LIPX,VRN,LLBG,TLV,ISR,6H,A320,1687905484,en-route
JY-AYQ,JO,30.926239,38.336468,11277,109,861,744,RJA744,RJ744,OJAI,AMM,OEDF,DMM,RJA,RJ,A320,1687905466,en-route
JY-AYW,JO,30.978046,38.163757,10668,119,890,734,RJA734,RJ734,OJAI,AMM,OERK,RUH,RJA,RJ,A320,1687904550,en-route
JY-BAA,JO,24.595921,57.530632,12184,293,940,183,RJA183,RJ183,VTBS,BKK,OJAI,AMM,RJA,RJ,B788,1687905486,en-route
JY-BAB,JO,31.090805,37.801586,11132,109,913,650,RJA650,RJ650,OJAI,AMM,OTHH,DOH,RJA,RJ,B788,1687904518,en-route
JY-BAG,JO,51.288803,1.229949,11887,101,931,268,RJA268,RJ268,KDTW,DTW,OJAI,AMM,RJA,RJ,B788,1687905487,en-route
OD-MRR,LB,45.183609,25.652357,10058,142,896,226,MEA226,ME226,EKCH,CPH,OLBA,BEY,MEA,ME,A320,1687905487,en-route
OD-MEE,LB,25.253632,54.868622,4541,284,707,431,MEA431,ME431,OMDB,DXB,OLBA,BEY,MEA,ME,A332,1687905486,en-route
9M-MWB,MY,5.183638,114.862724,3276,44,505,3220,MWG3220,MH3220,WBGR,MYY,WBKL,LBU,MWG,MH,AT75,1687905484,en-route
9M-MXI,MY,2.916,101.811279,3383,157,574,115,MAS115,MH115,VNKT,KTM,WMKK,KUL,MAS,MH,B738,1687905483,en-route
9M-MSE,MY,2.876044,103.471466,11582,270,874,2547,MAS2547,MH2547,WBGG,KCH,WMKK,KUL,MAS,MH,B738,1687905485,en-route
9M-MXW,MY,18.685741,83.783188,10668,135,835,191,MAS191,MH191,VIDP,DEL,WMKK,KUL,MAS,MH,B738,1687905426,en-route
9M-MTA,MY,-30.64329,138.482559,11887,133,1129,149,MAS149,MH149,WMKK,KUL,YMML,MEL,MAS,MH,A333,1687905483,en-route
9M-MTC,MY,11.683029,99.421165,11277,153,870,197,MAS197,MH197,VGHS,DAC,WMKK,KUL,MAS,MH,A333,1687905486,en-route
9M-MTF,MY,14.702408,76.873756,11582,298,909,164,MAS164,MH164,WMKK,KUL,OTHH,DOH,MAS,MH,A333,1687905486,en-route
9M-MTO,MY,-3.965515,105.164345,11582,345,861,126,MAS126,MH126,YPPH,PER,WMKK,KUL,MAS,MH,A333,1687905483,en-route
9M-MUA,MY,10.452255,107.756561,10668,214,888,6179,MAS6179,MH6179,ZGGG,CAN,WMKK,KUL,MAS,MH,A332,1687905483,en-route
9M-MUD,MY,2.949463,101.80793,2674,68,548,6114,MAS6114,MH6114,WMKK,KUL,WBKK,BKI,MAS,MH,A332,1687905483,en-route
9M-MLS,MY,7.862493,91.420776,10668,115,788,199,MAS199,MH199,VOHS,HYD,WMKK,KUL,MAS,MH,B738,1687905416,en-route
9M-AQZ,MY,2.509445,102.00531,1447,276,453,585,AXM585,AK585,RPLL,MNL,WMKK,KUL,AXM,AK,A320,1687905482,en-route
9M-LRK,ID,8.284332,98.120575,10668,139,837,132,MXD132,OD132,OPLA,LHE,WMKK,KUL,BTK,OD,B38M,1687905486,en-route
9M-LRL,ID,-27.327713,153.137756,586,25,318,158,MXD158,OD158,YBBN,BNE,WADD,DPS,BTK,OD,B38M,1687905487,en-route
9M-AGI,MY,3.766113,101.220627,7612,110,735,38,AXM38,AK38,VOCI,COK,WMKK,KUL,AXM,AK,A20N,1687905481,en-route
9M-AGS,MY,7.646942,105.95401,11879,212,881,129,AXM129,AK129,ZGSZ,SZX,WMKK,KUL,AXM,AK,A20N,1687904942,en-route
9M-AGV,MY,5.136429,95.736076,11277,110,801,28,AXM28,AK28,VOTR,TRZ,WMKK,KUL,AXM,AK,A20N,1687905478,en-route
9M-RZA,MY,1.789078,103.686401,6088,279,807,383,RMY383,TH383,WSSS,SIN,WMSA,SZB,RMY,TH,B734,1687905485,en-route
9M-XBE,MY,3.705139,102.048698,8092,277,788,331,XAX331,D7331,ZSPD,PVG,WMKK,KUL,XAX,D7,A333,1687905482,en-route
9M-XBF,MY,-28.284485,138.978058,10972,332,668,219,XAX219,D7219,YMML,MEL,WMKK,KUL,XAX,D7,A333,1687904754,en-route
9M-RAC,MY,5.943111,116.055557,0,22,50,6492,AXM6492,AK6492,WBKK,BKI,WBKS,SDK,AXM,AK,A320,1687905486,en-route
9M-RAD,MY,3.690149,101.314499,7147,133,814,6143,AXM6143,AK6143,WMKP,PEN,WMKK,KUL,AXM,AK,A320,1687905439,en-route
9M-RAE,MY,4.86937,113.074966,10363,261,905,5135,AXM5135,AK5135,WBKK,BKI,WMKK,KUL,AXM,AK,A320,1687905484,en-route
9M-RAH,MY,4.743952,100.510078,10668,143,813,68,AXM68,AK68,VOHS,HYD,WMKK,KUL,AXM,AK,A20N,1687905481,en-route
9M-KXB,MY,9.972374,107.374786,11887,212,863,878,KXP878,WW878,ZGSZ,SZX,WMKK,KUL,KXP,WW,B738,1687905482,en-route
9M-KXD,MY,9.630448,107.043678,9753,226,907,891,KXP891,WW891,VHHH,HKG,WMKK,KUL,KXP,WW,B738,1687905485,en-route
9M-DAG,MY,3.353622,103.148956,8115,67,833,8903,MYM8903,Z98903,WMKK,KUL,WBKW,TWU,MYM,Z9,A320,1687905482,en-route
RP-C3268,PH,14.641843,121.017586,2011,134,514,2901,CEB2901,5J2901,RPLL,MNL,RPVA,TAC,CEB,5J,A320,1687905485,en-route
RP-C9901,PH,11.011459,106.610809,10058,100,853,739,PAL739,PR739,VTBS,BKK,RPVM,CEB,PAL,PR,A321,1687905483,en-route
RP-C9906,PH,4.030772,114.569405,10675,36,824,536,PAL536,PR536,WIII,CGK,RPLL,MNL,PAL,PR,A321,1687905483,en-route
RP-C9907,PH,14.430076,119.69706,5943,76,763,522,PAL522,PR522,VDPP,PNH,RPLL,MNL,PAL,PR,A321,1687905485,en-route
RP-C8986,MY,12.451699,122.177223,10370,326,825,690,APG690,Z2690,RPMY,CGY,RPLL,MNL,AXM,Z2,A320,1687905478,en-route
RP-C3276,PH,10.633575,123.001038,8077,292,805,229,CEB229,5J229,RPVM,CEB,RPVP,PPS,CEB,5J,A320,1687905107,en-route
RP-C3277,PH,12.163834,121.231194,11277,136,829,1153,CEB1153,5J1153,RPLC,CRK,RPVB,BCD,CEB,5J,A320,1687905484,en-route
RP-C8763,PH,22.634628,94.689064,11277,82,833,683,PAL683,PR683,OEDF,DMM,RPLL,MNL,PAL,PR,A333,1687905275,en-route
RP-C8764,PH,22.627506,94.630989,11887,82,803,655,PAL655,PR655,OERK,RUH,RPLL,MNL,PAL,PR,A333,1687904843,en-route
RP-C9915,PH,37.405514,126.94326,4251,292,537,466,PAL466,PR466,RPLL,MNL,RKSI,ICN,PAL,PR,A321,1687905485,en-route
RP-C4203,PH,13.960923,120.70491,4610,199,383,142D,ATX142D,T6112,RPLL,MNL,,ENI,ATX,T6,AT46,1687905485,en-route
RP-C3348,PH,17.011047,85.986183,10668,103,850,15,CEB15,5J15,OMDB,DXB,RPLL,MNL,CEB,5J,A333,1687904669,en-route
RP-C5902,PH,14.31188,120.762009,4648,195,394,2961,GAP2961,PR2961,RPLL,MNL,RPVV,USU,PAL,PR,DH8D,1687905485,en-route
RP-C4112,PH,14.510856,121.020668,0,59,18,5054,CEB5054,5J5054,RPLL,MNL,RJAA,NRT,CEB,5J,A321,1687905478,en-route
RP-C4115,PH,14.513947,121.026222,0,59,33,961,CEB961,5J961,RPLL,MNL,RPMD,DVO,CEB,5J,A321,1687905484,en-route
RP-C8964,MY,10.344326,123.680717,4343,332,594,780,APG780,Z2780,RPVM,CEB,RPLL,MNL,AXM,Z2,A320,1687905482,en-route
RP-C9934,PH,9.978882,124.441254,10058,150,855,215,PAL215,PR215,RPLL,MNL,AYPY,POM,PAL,PR,A21N,1687905482,en-route
RP-C5911,PH,10.168824,124.139732,2621,108,490,2374,GAP2374,PR2374,RPVM,CEB,RPNS,IAO,PAL,PR,DH8D,1687905482,en-route
RP-C9388,PH,16.882599,121.722588,6339,25,709,200,RYL200,RW200,RPLL,MNL,RPLH,LLC,RYL,RW,A319,1687905472,en-route
10-30,IT,14.029169,121.110146,1844,230,270,298,CGR298,,,,,,CGR,,F260,1687905484,en-route
RP-C4123,PH,13.446195,101.68232,7940,287,838,931,CEB931,5J931,RPLL,MNL,VTBS,BKK,CEB,5J,A21N,1687905487,en-route
RP-C4124,PH,33.221771,126.58268,8915,301,790,186,CEB186,5J186,RPLL,MNL,RKSI,ICN,CEB,5J,A21N,1687905485,en-route
RP-C4136,PH,11.275406,123.078789,9212,331,866,4300,CEB4300,5J4300,RPVM,CEB,RPLC,CRK,CEB,5J,A20N,1687905482,en-route
RP-C4157,PH,16.620346,120.58844,11064,2,835,150,CEB150,5J150,RPLC,CRK,VHHH,HKG,CEB,5J,A20N,1687905485,en-route
RP-C4158,PH,7.656819,123.981995,10477,155,850,1095,CEB1095,5J1095,RPLC,CRK,RPMR,GES,CEB,5J,A20N,1687905113,en-route
AP-BHV,PK,28.623095,63.699123,11582,258,881,759,PIA759,PK759,OPLA,LHE,OEJN,JED,PIA,PK,B77W,1687905416,en-route
AP-BHX,PK,26.6987,50.288467,12192,250,896,739,PIA739,PK739,OPMT,MUX,OEJN,JED,PIA,PK,B772,1687905484,en-route
AP-BLC,PK,31.305359,73.67717,7452,232,809,179,PIA179,PK179,OPST,SKT,OMDB,DXB,PIA,PK,A320,1687905481,en-route
AP-BLU,PK,27.627365,57.237473,10363,228,844,233,PIA233,PK233,OPIS,ISB,OMDB,DXB,PIA,PK,A320,1687905485,en-route
AP-EDG,PK,23.048492,57.444065,10370,250,770,170,ABQ170,PA170,OPKC,KHI,OEJN,JED,ABQ,PA,A320,1687905486,en-route
AP-EDH,PK,22.410339,52.095692,10972,268,866,870,ABQ870,PA870,OPMT,MUX,OEJN,JED,ABQ,PA,A320,1687905484,en-route
9V-DHB,UK,37.479698,126.445656,0,236,22,7402,SIA7402,SQ7402,RKSI,ICN,KLAX,LAX,DHK,SQ,B77L,1687905484,en-route
4R-ALH,LK,9.168763,85.018089,12192,249,901,881,ALK881,UL881,ZGGG,CAN,VCBI,CMB,ALK,UL,A332,1687905416,en-route
4R-ALQ,LK,15.719791,67.4459,11277,123,844,266,ALK266,UL266,OERK,RUH,VCBI,CMB,ALK,UL,A333,1687905416,en-route
4R-ALR,LK,18.711529,64.530212,11277,125,872,230,ALK230,UL230,OKBK,KWI,VCBI,CMB,ALK,UL,A333,1687905416,en-route
B-6092,CN,58.860188,73.977058,10972,280,887,737,CCA737,CA737,ZBAA,PEK,EPWA,WAW,CCA,CA,A332,1687905416,en-route
B-2821,CN,23.068542,116.342621,9174,224,890,7314,CSS7314,O37314,ZSPD,PVG,ZGSZ,SZX,CSS,O3,B752,1687905479,en-route
B-5113,DK,25.020584,118.402153,8412,227,887,2652,JDL2652,JG2652,ZSWX,WUX,ZGSZ,SZX,JDL,JG,B738,1687905487,en-route
B-8346,CN,15.9245,103.969696,10058,50,837,7576,CQH7576,9C7576,VTBD,DMK,ZSAM,XMN,CQH,9C,A320,1687905486,en-route
B-1992,CN,31.186203,121.119583,5715,3,768,7519,YZR7519,Y87519,ZSPD,PVG,ZHCC,CGO,YZR,Y8,B738,1687905482,en-route
B-LIA,HK,22.432919,116.111298,7810,259,805,3253,CPA3253,CX3253,ZSPD,PVG,VHHH,HKG,CPA,CX,B744,1687905477,en-route
B-LIB,HK,14.705247,101.887932,11887,56,861,3144,CPA3144,CX3144,VOMM,MAA,VHHH,HKG,CPA,CX,B744,1687905488,en-route
B-5156,CN,32.984436,129.320831,9753,251,775,206,CYZ206,CF206,RJBB,KIX,ZSPD,PVG,CYZ,CF,B738,1687904703,en-route
B-5333,DK,24.028976,117.271576,9174,222,877,2620,JDL2620,JG2620,ZSHC,HGH,ZGSZ,SZX,JDL,JG,B738,1687905481,en-route
B-2001,CN,58.441864,25.773129,9448,66,894,570,CES570,MU570,LFPG,CDG,ZSPD,PVG,CES,MU,B77W,1687905487,en-route
B-2002,CN,55.487549,97.039787,9753,309,894,201,CES201,MU201,ZSPD,PVG,EGKK,LGW,CES,MU,B77W,1687905416,en-route
B-2005,CN,60.244228,20.161678,9448,60,850,552,CES552,MU552,EGLL,LHR,ZSPD,PVG,CES,MU,B77W,1687905487,en-route
B-2079,CN,55.473835,80.547981,9753,298,940,9827,HLF9827,I99827,ZBTJ,TSN,LFPG,CDG,HLF,I9,B77L,1687903947,en-route
B-6765,CN,29.925842,107.272232,5631,94,742,6217,CHB6217,PN6217,ZUCK,CKG,ZSXZ,XUZ,CHB,PN,A320,1687905411,en-route
B-7800,CN,59.83173,33.163746,10668,82,924,940,CCA940,CA940,LIRF,FCO,ZBAA,PEK,CCA,CA,B789,1687905477,en-route
B-8645,CN,23.032013,113.984055,4937,7,746,7194,CQH7194,9C7194,ZGSZ,SZX,ZSNJ,NKG,CQH,9C,A320,1687905480,en-route
B-8646,CN,21.48749,113.602448,6644,160,713,7507,CQH7507,9C7507,ZGSZ,SZX,VTBD,DMK,CQH,9C,A320,1687905355,en-route
B-1566,CN,-31.164871,149.635345,11269,130,1096,801,CXA801,MF801,ZSAM,XMN,YSSY,SYD,CXA,MF,B789,1687905486,en-route
B-1242,CN,24.894518,112.535385,11269,154,938,662,CSN662,CZ662,LIRF,FCO,ZGGG,CAN,CSN,CZ,B789,1687904575,en-route
B-1243,CN,-15.030257,147.656235,10058,137,914,305,CSN305,CZ305,ZGGG,CAN,NZAA,AKL,CSN,CZ,B789,1687905416,en-route
B-303C,CN,56.255867,84.612747,11582,300,863,489,CHH489,HU489,ZBAA,PEK,EDDB,BER,CHH,HU,A333,1687905186,en-route
B-304D,CN,-33.941277,151.169495,0,253,11,561,CES561,MU561,ZSPD,PVG,YSSY,SYD,CES,MU,A359,1687905486,en-route
B-304L,CN,47.700035,103.979019,11277,125,916,7986,CHH7986,HU7986,UUEE,SVO,ZBAA,PEK,CHH,HU,A333,1687905416,en-route
B-307Z,CN,26.685978,119.874893,10698,32,781,282,CES282,MU282,VVTS,SGN,ZSPD,PVG,CES,MU,A20N,1687905477,en-route
B-309P,CN,23.724472,114.388023,7513,37,805,8989,CSZ8989,ZH8989,ZGGG,CAN,ZSLQ,HYN,CSZ,ZH,A20N,1687905480,en-route
B-309W,CN,56.259312,84.60099,10972,300,900,307,CSN307,CZ307,ZGGG,CAN,EHAM,AMS,CSN,CZ,A359,1687905453,en-route
B-20CJ,CN,56.874035,9.086048,10668,55,901,304,CSN304,CZ304,EGLL,LHR,ZGGG,CAN,CSN,CZ,B789,1687905486,en-route
B-30EA,CN,24.089813,61.64912,11277,88,896,384,CSN384,CZ384,OMDB,DXB,ZGGG,CAN,CSN,CZ,A359,1687904330,en-route
B-30FA,CN,24.932354,114.700584,10081,10,809,734,CCA734,CA734,VTBS,BKK,ZSHC,HGH,CCA,CA,A20N,1687904871,en-route
B-LXA,HK,-36.589512,166.053146,11887,96,1148,113,CPA113,CX113,VHHH,HKG,NZAA,AKL,CPA,CX,A35K,1687905416,en-route
B-LXE,HK,44.68298,20.37582,11285,148,979,256,CPA256,CX256,EGLL,LHR,VHHH,HKG,CPA,CX,A35K,1687905487,en-route
B-LEK,HK,34.369656,136.645264,10355,236,809,625,HKE625,UO625,RJTT,HND,VHHH,HKG,HKE,UO,A321,1687905487,en-route
B-LXK,HK,-16.887405,132.264984,11887,159,988,105,CPA105,CX105,VHHH,HKG,YMML,MEL,CPA,CX,A35K,1687904644,en-route
B-LXL,HK,18.334242,115.430801,11582,340,924,170,CPA170,CX170,YPPH,PER,VHHH,HKG,CPA,CX,A35K,1687905416,en-route
B-LQA,HK,22.976603,84.036613,11910,93,894,738,CPA738,CX738,OMDB,DXB,VHHH,HKG,CPA,CX,A359,1687905481,en-route
B-LDR,UK,32.793026,134.30658,11887,70,955,208,AHK208,LD208,VHHH,HKG,RJAA,NRT,DHK,LD,A333,1687905482,en-route
B-LQF,HK,44.957638,-90.162384,12496,105,1046,840,CPA840,CX840,VHHH,HKG,KJFK,JFK,CPA,CX,A359,1687905486,en-route
B-LXM,HK,47.684017,69.280846,10972,267,774,271,CPA271,CX271,VHHH,HKG,EHAM,AMS,CPA,CX,A35K,1687904489,en-route
B-LXN,HK,-23.370117,136.163696,11887,153,1050,101,CPA101,CX101,VHHH,HKG,YSSY,SYD,CPA,CX,A35K,1687904674,en-route
B-LDT,UK,37.529434,126.170555,1455,43,411,128,AHK128,LD128,VHHH,HKG,RKSI,ICN,DHK,LD,A333,1687905484,en-route
B-LXP,HK,22.316517,113.923943,0,70,14,382,CPA382,CX382,LSZH,ZRH,VHHH,HKG,CPA,CX,A35K,1687905479,en-route
VT-PPH,IN,14.816413,77.427254,10050,122,840,906,AIC906,AI906,OMDB,DXB,VOMM,MAA,AIC,AI,A321,1687905487,en-route
VT-BDM,IN,20.202759,71.989677,7947,204,720,481,BDA481,BZ481,VAAH,AMD,VABB,BOM,BDA,BZ,B752,1687905477,en-route
VT-ALN,IN,67.241394,-5.062195,10058,84,872,102,AIC102,AI102,KJFK,JFK,VIDP,DEL,AIC,AI,B77W,1687905416,en-route
VT-ALU,IN,33.168137,72.210991,9144,286,898,127,AIC127,AI127,VIDP,DEL,KORD,ORD,AIC,AI,B77W,1687905238,en-route
VT-ANN,IN,36.074261,55.935658,11879,106,1035,154,AIC154,AI154,LOWW,VIE,VIDP,DEL,AIC,AI,B788,1687905416,en-route
VT-ANR,IN,35.978794,53.719872,12496,132,1014,146,AIC146,AI146,EGKK,LGW,VOGO,GOI,AIC,AI,B788,1687905416,en-route
VT-ANZ,IN,31.618036,69.752037,10858,313,911,161,AIC161,AI161,VIDP,DEL,EGLL,LHR,AIC,AI,B788,1687905416,en-route
VT-NAA,IN,42.278416,71.600456,10972,340,859,103,AIC103,AI103,VIDP,DEL,KIAD,IAD,AIC,AI,B788,1687905479,en-route
VT-NAC,IN,48.055115,15.911636,11277,114,1066,166,AIC166,AI166,EGLL,LHR,VIDP,DEL,AIC,AI,B788,1687905487,en-route
VT-IFH,IN,22.355347,90.894684,11582,262,875,1632,IGO1632,6E1632,VVNB,HAN,VECC,CCU,IGO,6E,A320,1687905485,en-route
VT-ATD,IN,28.565918,77.083679,0,354,11,764,IAD764,I5764,VIDP,DEL,VAPO,PNQ,IAD,I5,A20N,1687905475,en-route
VT-TQA,IN,24.940887,53.650208,10668,115,848,238,VTI238,UK238,OEDF,DMM,VABB,BOM,VTI,UK,A20N,1687905486,en-route
VT-ILG,IN,23.0522,59.598583,10668,88,829,62,IGO62,6E62,OEJN,JED,VABB,BOM,IGO,6E,A21N,1687904465,en-route
VT-ISU,IN,13.689903,100.760567,0,194,74,1066,IGO1066,6E1066,VTBS,BKK,VEBS,BBI,IGO,6E,A20N,1687905486,en-route
VT-ISX,IN,20.270079,69.890579,10668,112,835,1202,IGO1202,6E1202,OBBI,BAH,VABB,BOM,IGO,6E,A20N,1687905416,en-route
