Code Aéroport,Code Ville,Code Pays,Nom Ville,Latitude,Longitude,UTC Différence,Time_Zone
YPC,YPC,CA,Paulatuk,69.3594,-124.0775,-07:00,America/Whitehorse
YPD,YPD,CA,Parry Sound Area Muni,45.35,-80.0333,-05:00,America/Toronto
YPE,YPE,CA,Peace River,56.2269,-117.4472,-07:00,America/Whitehorse
YPF,YPF,CA,Esquimalt,48.4333,-123.4,-08:00,America/Vancouver
YPG,YPG,CA,Portage La Prairie Southport,49.9833,-98.3,-06:00,America/Winnipeg
YPH,YPH,CA,Inukjuak,58.4711,-78.0783,-05:00,America/Toronto
YPI,YPI,CA,Port Simpson,54.55,-130.4167,-08:00,America/Vancouver
YPJ,YPJ,CA,Aupaluk,59.2953,-69.6006,-05:00,America/Toronto
YPL,YPL,CA,Pickle Lake,51.4464,-90.2142,-05:00,America/Atikokan
YPM,YPM,CA,Pikangikum,51.8197,-93.9731,-06:00,America/Winnipeg
YPN,YPN,CA,Port Menier,49.8364,-64.2894,-05:00,America/Toronto
YPO,YPO,CA,Peawanuck,54.9878,-85.4428,-05:00,America/Toronto
YPP,YPP,CA,Pine Point,61.0167,-114.25,-07:00,America/Whitehorse
YPQ,YPQ,CA,Peterborough,44.3,-78.3167,-05:00,America/Toronto
YPR,YPR,CA,Prince Rupert Digby Island,54.2861,-130.4447,-08:00,America/Vancouver
YPS,YPS,CA,Port Hawkesbury,45.6167,-61.35,-04:00,America/Halifax
YPT,YPT,CA,Pender Harbor,49.6228,-124.0256,-08:00,America/Vancouver
YPW,YPW,CA,Powell River,49.8342,-124.5,-08:00,America/Vancouver
YPX,YPX,CA,Puvirnituq,60.0489,-77.2858,-05:00,America/Toronto
YPY,YPY,CA,Fort Chipewyan Municipal,58.7683,-111.1158,-07:00,America/Whitehorse
YPZ,YPZ,CA,Burns Lake,54.3767,-125.9511,-08:00,America/Vancouver
YQA,YQA,CA,Muskoka,44.9667,-79.3,-05:00,America/Toronto
YQB,YQB,CA,Quebec,46.7911,-71.3933,-05:00,America/Toronto
YQC,YQC,CA,Quaqtaq,61.0467,-69.6181,-05:00,America/Toronto
YQD,YQD,CA,The Pas,53.9714,-101.0911,-06:00,America/Winnipeg
YQE,YQE,CA,Kimberley,49.6833,-115.9833,-08:00,America/Vancouver
YQF,YQF,CA,Red Deer Regional,52.1822,-113.8944,-07:00,America/Whitehorse
YQG,YQG,CA,Windsor,42.2706,-82.9619,-05:00,America/Toronto
YQH,YQH,CA,Watson Lake,60.1169,-128.825,-07:00,America/Dawson_Creek
YQI,YQI,CA,Yarmouth,43.8333,-66.0833,-04:00,America/Halifax
YQJ,YQJ,CA,Quadra Island April Point Seaplane Base,50.1031,-125.1997,-08:00,America/Vancouver
YQK,YQK,CA,Kenora,49.7883,-94.3631,-06:00,America/Winnipeg
YQL,YQL,CA,Lethbridge County,49.6297,-112.7903,-07:00,America/Whitehorse
YQM,YQM,CA,Greater Moncton,46.1069,-64.6925,-04:00,America/Halifax
YQN,YQN,CA,Nakina,50.1828,-86.6964,-05:00,America/Toronto
YQQ,YQQ,CA,Comox,49.7108,-124.8867,-08:00,America/Vancouver
YQR,YQR,CA,Regina,50.4294,-104.6572,-06:00,America/Regina
YQS,YQS,CA,St Thomas Municipal,42.7833,-81.2,-05:00,America/Toronto
YQT,YQT,CA,Thunder Bay,48.3719,-89.3239,-05:00,America/Toronto
YQU,YQU,CA,Grande Prairie,55.1797,-118.885,-07:00,America/Whitehorse
YQV,YQV,CA,Yorkton Municipal,51.2667,-102.4667,-06:00,America/Regina
YQW,YQW,CA,North Battleford Cameron Mcintosh,52.7667,-108.25,-06:00,America/Regina
YQX,YQX,CA,Gander International,48.9478,-54.56,-03:30,America/St_Johns
YQY,YQY,CA,Sydney,46.1614,-60.0478,-04:00,America/Halifax
YQZ,YQZ,CA,Quesnel,53.0261,-122.5103,-08:00,America/Vancouver
YRA,YRA,CA,Rae Lakes,64.1158,-117.3092,-07:00,America/Whitehorse
YRB,YRB,CA,Resolute Bay,74.7169,-94.9694,-06:00,America/Winnipeg
YRC,YRC,CA,Refuge Cove Seaplane Base,50.1239,-124.8394,-08:00,America/Vancouver
YRD,YRD,CA,Dean River,52.8167,-126.9667,-08:00,America/Vancouver
YRE,YRE,CA,Resolution Island,61.5,-65.0,-05:00,America/Toronto
YRF,YRF,CA,Cartwright,53.6828,-57.0425,-04:00,America/Halifax
YRG,YRG,CA,Rigolet,54.1794,-58.4575,-04:00,America/Halifax
YRI,YRI,CA,Riviere Du Loup,47.7667,-69.5833,-05:00,America/Toronto
YRJ,YRJ,CA,Roberval,48.52,-72.2656,-05:00,America/Toronto
YRL,YRL,CA,Red Lake,51.0669,-93.7931,-06:00,America/Winnipeg
YRM,YRM,CA,Rocky Mountain House,52.3667,-114.9167,-07:00,America/Whitehorse
YRN,YRN,CA,River's Inlet,51.4667,-127.5833,-08:00,America/Vancouver
YRO,YOW,CA,Ottawa Rockcliffe Stolport,45.4833,-75.4833,-05:00,America/Toronto
YRQ,YRQ,CA,Trois-Rivieres,46.35,-72.6833,-05:00,America/Toronto
YRR,YRR,CA,Stuart Island,50.4094,-125.1311,-08:00,America/Vancouver
YRS,YRS,CA,Red Sucker Lake,54.1678,-93.5569,-06:00,America/Winnipeg
YRT,YRT,CA,Rankin Inlet,62.8114,-92.1158,-06:00,America/Winnipeg
YRV,YRV,CA,Revelstoke,50.9833,-118.2,-08:00,America/Vancouver
YSA,YSA,CA,Sable Island,43.9167,-59.8333,-04:00,America/Halifax
YSB,YSB,CA,Sudbury,46.625,-80.7989,-05:00,America/Toronto
YSC,YSC,CA,Sherbrooke,45.4333,-71.6833,-05:00,America/Toronto
YSD,YSD,CA,Suffield Cfb Heliport,50.2,-111.1667,-07:00,America/Whitehorse
YSE,YSE,CA,Squamish,49.7,-123.15,-08:00,America/Vancouver
YSF,YSF,CA,Stony Rapids,59.25,-105.8333,-06:00,America/Regina
YSG,YSG,CA,Lutselke Snowdrift,62.4178,-110.6825,-07:00,America/Whitehorse
YSH,YSH,CA,Smith Falls Montague,44.9464,-75.9397,-05:00,America/Toronto
YSI,YSI,CA,Frying Pan Island San Souci Spb,45.2667,-80.0,-05:00,America/Toronto
YSJ,YSJ,CA,St John,45.3206,-65.8822,-04:00,America/Halifax
YSK,YSK,CA,Sanikiluaq,56.5369,-79.25,-05:00,America/Toronto
YSL,YSL,CA,St Leonard,47.1833,-67.9,-04:00,America/Halifax
YSM,YSM,CA,Fort Smith,60.0203,-111.9619,-07:00,America/Whitehorse
YSN,YSN,CA,Salmon Arm,50.6833,-119.2333,-08:00,America/Vancouver
YSO,YSO,CA,Postville,54.91,-59.7861,-04:00,America/Halifax
YSP,YSP,CA,Marathon,48.75,-86.35,-05:00,America/Toronto
YSQ,YSQ,CN,Songyuan Chaganhu,44.9383,124.5503,+08:00,Asia/Shanghai
YSR,YSR,CA,Nanisivik,72.9822,-84.6136,-05:00,America/Toronto
YSS,YSS,CA,Slate Island,48.6,-87.0,-05:00,America/Toronto
YST,YST,CA,Ste Therese Point,53.8458,-94.8514,-06:00,America/Winnipeg
YSU,YSU,CA,Summerside International,46.4333,-63.8333,-04:00,America/Halifax
YSV,YSV,CA,Saglek,58.4667,-62.6333,-04:00,America/Halifax
YSX,YSX,CA,Shearwater Seaplane Base,52.1333,-128.0667,-08:00,America/Vancouver
YSY,YSY,CA,Sachs Harbour,71.9939,-125.2425,-07:00,America/Whitehorse
YSZ,YSZ,CA,Squirrel Cove,50.05,-124.9167,-08:00,America/Vancouver
YTA,YTA,CA,Pembroke,45.8669,-77.25,-05:00,America/Toronto
YTB,YTB,CA,Hartley Bay,53.4167,-129.25,-08:00,America/Vancouver
YTC,YTC,CA,Sturdee,57.2,-127.15,-08:00,America/Vancouver
YTD,YTD,CA,Thicket Portage,55.3189,-97.7072,-06:00,America/Winnipeg
YTE,YTE,CA,Kinngait Cape Dorset,64.23,-76.5267,-05:00,America/Toronto
YTF,YTF,CA,Alma,48.5092,-71.6436,-05:00,America/Toronto
YTG,YTG,CA,Sullivan Bay,50.8839,-126.8283,-08:00,America/Vancouver
YTH,YTH,CA,Thompson,55.8011,-97.8642,-06:00,America/Winnipeg
YTI,YTI,CA,Triple Island,54.3,-130.8833,-08:00,America/Vancouver
YTJ,YTJ,CA,Terrace Bay,48.7833,-87.15,-05:00,America/Toronto
YTK,YTK,CA,Tulugak,59.5,-77.75,-05:00,America/Toronto
YTL,YTL,CA,Big Trout Lake,53.8175,-89.8967,-06:00,America/Winnipeg
YTM,YTM,CA,Mont Tremblant International,46.4094,-74.78,-05:00,America/Toronto
YTN,YTN,CA,Riviere-Au-Tonnerre,50.4167,-64.6667,-05:00,America/Toronto
YTP,YAZ,CA,Tofino Spb,49.15,-125.4,-08:00,America/Vancouver
YTQ,YTQ,CA,Tasiujuaq,58.6675,-69.9558,-05:00,America/Toronto
YTR,YTR,CA,Trenton,44.1,-77.5667,-05:00,America/Toronto
YTS,YTS,CA,Timmins,48.5697,-81.3767,-05:00,America/Toronto
YTT,YTT,CA,Tisdale,52.85,-104.0667,-06:00,America/Regina
YTU,YTU,CA,Tasu,52.5833,-135.0833,-08:00,America/Vancouver
YTW,YTW,CN,Yutian Wanfang,36.8164,81.7814,+08:00,Asia/Shanghai
YTX,YTX,CA,Telegraph Creek,57.9167,-131.1667,-08:00,America/Vancouver
YTY,YTY,CN,Yangzhou Taizhou,32.5631,119.7189,+08:00,Asia/Shanghai
YTZ,YTO,CA,Toronto/City Centre,43.6275,-79.3961,-05:00,America/Toronto
YUA,YUA,CN,Yuanmou,25.65,101.9167,+08:00,Asia/Shanghai
YUB,YUB,CA,Tuktoyaktuk,69.4333,-133.0264,-07:00,America/Whitehorse
YUD,YUD,CA,Umiujaq,56.5356,-76.5186,-05:00,America/Toronto
YUE,YUE,AU,Yuendumu,-22.2667,131.7833,+09:30,Australia/Darwin
YUG,YYA,CN,Yueyanng Rail Station,29.3794,113.1142,+08:00,Asia/Shanghai
YUL,YMQ,CA,Montreal/Dorval,45.4706,-73.7408,-05:00,America/Toronto
YUM,YUM,US,Yuma,32.6567,-114.6061,-07:00,America/Phoenix
YUQ,YUQ,CN,Suzhou Suzhouyuanqu Rail Station,31.3431,120.7061,+08:00,Asia/Shanghai
YUS,YUS,CN,Yushu Batang,32.8267,97.1219,+08:00,Asia/Shanghai
YUT,YUT,CA,Repulse Bay,66.5214,-86.2247,-06:00,America/Winnipeg
YUX,YUX,CA,Sanirajak Hall Beach,68.7761,-81.2436,-05:00,America/Toronto
YUY,YUY,CA,Rouyn,48.2061,-78.8356,-05:00,America/Toronto
YVA,YVA,KM,Moroni Iconi Apt,-11.7131,43.2428,+03:00,Indian/Comoro
YVB,YVB,CA,Bonaventure,48.0708,-65.4589,-05:00,America/Toronto
YVC,YVC,CA,La Ronge Barber Field,55.0833,-105.3333,-06:00,America/Regina
YVD,YVD,PG,Yeva,-7.55,146.1667,+10:00,Pacific/Port_Moresby
YVE,YVE,CA,Vernon,50.25,-119.3333,-08:00,America/Vancouver
YVG,YVG,CA,Vermillion,53.3667,-110.85,-07:00,America/Whitehorse
YVH,YVH,NO,Hjerkinn Rail Station,62.2197,9.5408,+01:00,Europe/Oslo
YVK,YVK,NO,Koppang Rail Station,61.5733,11.0431,+01:00,Europe/Oslo
YVM,YVM,CA,Qikiqtarjuaq,67.5458,-64.0314,-05:00,America/Toronto
YVN,YVN,CA,Cape Dyer,66.5919,-61.5733,-05:00,America/Toronto
YVO,YVO,CA,Val D'Or,48.0533,-77.7828,-05:00,America/Toronto
YVP,YVP,CA,Kuujjuaq,58.0911,-68.4272,-05:00,America/Toronto
YVQ,YVQ,CA,Norman Wells,65.2817,-126.7983,-07:00,America/Whitehorse
YVR,YVR,CA,Vancouver,49.1939,-123.1844,-08:00,America/Vancouver
YVS,YVS,NO,Ski Rail Station,59.7208,10.8342,+01:00,Europe/Oslo
YVT,YVT,CA,Buffalo Narrows,55.85,-108.4833,-06:00,America/Regina
YVV,YVV,CA,Wiarton,44.75,-81.15,-05:00,America/Toronto
YVZ,YVZ,CA,Deer Lake,52.6553,-94.0611,-06:00,America/Winnipeg
YWA,YWA,CA,Petawawa,45.9,-77.2833,-05:00,America/Toronto
YWB,YWB,CA,Kangiqsujuaq,61.5878,-71.9267,-05:00,America/Toronto
YWF,YHZ,CA,Halifax Downtown Waterfront H/P,44.65,-63.6,-04:00,America/Halifax
YWG,YWG,CA,Winnipeg,49.91,-97.24,-06:00,America/Winnipeg
YWH,YYJ,CA,Victoria Inner Harbour Apt,48.4239,-123.3731,-08:00,America/Vancouver
YWJ,YWJ,CA,Deline,65.2111,-123.4353,-07:00,America/Whitehorse
YWK,YWK,CA,Wabush,52.9219,-66.8644,-04:00,America/Halifax
YWL,YWL,CA,Williams Lake,52.1831,-122.0542,-08:00,America/Vancouver
YWM,YWM,CA,Williams Harbour,52.5675,-55.7844,-03:30,America/St_Johns
YWN,YWN,CA,Winisk,55.25,-85.1167,-05:00,America/Toronto
YWO,YWO,CA,Lupin,65.7583,-111.25,-07:00,America/Whitehorse
YWP,YWP,CA,Webequie,52.9597,-87.3744,-05:00,America/Toronto
YWQ,YWQ,CA,Chute Des Passes,49.8872,-71.2539,-05:00,America/Toronto
YWR,YWR,CA,White River Spb,48.5833,-85.25,-05:00,America/Toronto
YWS,YWS,CA,Whistler,50.15,-122.9667,-08:00,America/Vancouver
YWY,YWY,CA,Wrigley,63.2,-123.4167,-07:00,America/Whitehorse
YXC,YXC,CA,Cranbrook,49.6108,-115.7822,-07:00,America/Whitehorse
YXD,YEA,CA,Edmonton City Centre Airport,53.5725,-113.5206,-07:00,America/Whitehorse
YXE,YXE,CA,Saskatoon,52.1708,-106.6997,-06:00,America/Regina
YXF,YXF,CA,Snake River,65.9667,-134.1667,-08:00,America/Vancouver
YXH,YXH,CA,Medicine Hat,50.0172,-110.7231,-07:00,America/Whitehorse
YXI,YXI,CA,Killaloe,45.55,-77.4167,-05:00,America/Toronto
YXJ,YXJ,CA,Fort St John,56.2381,-120.7403,-07:00,America/Dawson_Creek
YXK,YXK,CA,Rimouski,48.4667,-68.5167,-05:00,America/Toronto
YXL,YXL,CA,Sioux Lookout,50.1139,-91.9053,-06:00,America/Winnipeg
YXN,YXN,CA,Whale Cove,62.2397,-92.5972,-06:00,America/Winnipeg
YXP,YXP,CA,Pangnirtung,66.145,-65.7136,-05:00,America/Toronto
YXQ,YXQ,CA,Beaver Creek,62.3667,-140.8667,-07:00,America/Dawson_Creek
YXR,YXR,CA,Earlton Timiskaming Regional,47.7,-79.85,-05:00,America/Toronto
YXS,YXS,CA,Prince George,53.8819,-122.6758,-08:00,America/Vancouver
YXT,YXT,CA,Terrace,54.4686,-128.5761,-08:00,America/Vancouver
YXU,YXU,CA,London/Ontario,43.0356,-81.1539,-05:00,America/Toronto
YXX,YXX,CA,Vancouver Abbotsford Intl Apt,49.0253,-122.3606,-08:00,America/Vancouver
YXY,YXY,CA,Whitehorse,60.7094,-135.0672,-07:00,America/Dawson_Creek
YXZ,YXZ,CA,Wawa,47.9833,-84.7833,-05:00,America/Toronto
YYA,YYA,CN,Yueyang Sanhe,29.3128,113.2817,+08:00,Asia/Shanghai
YYB,YYB,CA,North Bay,46.3636,-79.4228,-05:00,America/Toronto
YYC,YYC,CA,Calgary,51.1139,-114.0203,-07:00,America/Whitehorse
YYD,YYD,CA,Smithers,54.8247,-127.1828,-08:00,America/Vancouver
YYE,YYE,CA,Fort Nelson Northern Rockies Rgnl,58.8378,-122.5978,-07:00,America/Dawson_Creek
YYF,YYF,CA,Penticton,49.4631,-119.6022,-08:00,America/Vancouver
YYG,YYG,CA,Charlottetown,46.2892,-63.1256,-04:00,America/Halifax
YYH,YYH,CA,Taloyoak Spence Bay,69.5467,-93.5767,-07:00,America/Whitehorse
YYI,YYI,CA,Rivers,50.0333,-100.2,-06:00,America/Winnipeg
YYJ,YYJ,CA,Victoria,48.6469,-123.4258,-08:00,America/Vancouver
YYL,YYL,CA,Lynn Lake,56.8642,-101.0708,-06:00,America/Winnipeg
YYM,YYM,CA,Cowley,49.5667,-114.0833,-07:00,America/Whitehorse
YYN,YYN,CA,Swift Current,50.2833,-107.6833,-06:00,America/Regina
YYP,YYP,CN,Yuyao North Rail Station,30.055,121.1611,+08:00,Asia/Shanghai
YYQ,YYQ,CA,Churchill Airport,58.7367,-94.0686,-06:00,America/Winnipeg
YYR,YYR,CA,Goose Bay,53.3194,-60.4106,-04:00,America/Halifax
YYT,YYT,CA,St Johns,47.6186,-52.7519,-03:30,America/St_Johns
YYU,YYU,CA,Kapuskasing,49.4144,-82.4711,-05:00,America/Toronto
YYW,YYW,CA,Armstrong,50.2972,-88.9719,-05:00,America/Toronto
YYY,YYY,CA,Mont Joli,48.6086,-68.2081,-05:00,America/Toronto
YYZ,YTO,CA,Toronto/Pearson,43.6772,-79.6306,-05:00,America/Toronto
YZA,YZA,CA,Ashcroft,50.7211,-121.2797,-08:00,America/Vancouver
YZC,YZC,CA,Beatton River,56.1667,-120.4167,-08:00,America/Vancouver
YZE,YZE,CA,Gore Bay Manitoulin,45.9167,-82.4667,-05:00,America/Toronto
YZF,YZF,CA,Yellowknife,62.4686,-114.4431,-07:00,America/Whitehorse
YZG,YZG,CA,Salluit,62.1792,-75.6669,-05:00,America/Toronto
YZH,YZH,CA,Slave Lake,55.2833,-114.7667,-07:00,America/Whitehorse
YZJ,OHD,MK,Ohrid Bus Station,41.1247,20.8125,+01:00,Europe/Skopje
YZM,YZM,CA,Buchans,48.8167,-56.8667,-03:30,America/St_Johns
YZP,YZP,CA,Sandspit,53.2544,-131.8139,-08:00,America/Vancouver
YZR,YZR,CA,Sarnia,42.9994,-82.3089,-05:00,America/Toronto
YZS,YZS,CA,Coral Harbour,64.1933,-83.3594,-05:00,America/Atikokan
YZT,YZT,CA,Port Hardy,50.6806,-127.3667,-08:00,America/Vancouver
YZU,YZU,CA,Whitecourt,54.1444,-115.7889,-07:00,America/Whitehorse
YZV,YZV,CA,Sept-Iles,50.2233,-66.2656,-05:00,America/Toronto
YZW,YZW,CA,Teslin,60.15,-132.75,-07:00,America/Dawson_Creek
YZX,YZX,CA,Greenwood,44.9833,-64.9167,-04:00,America/Halifax
YZY,YZY,CN,Zhangye Ganzhou,38.8075,100.6608,+08:00,Asia/Shanghai
YZZ,YZZ,CA,Trail,49.0556,-117.6092,-08:00,America/Vancouver
ZAA,ZAA,CA,Alice Arm,55.4833,-129.4833,-08:00,America/Vancouver
ZAB,ZAB,DZ,Bou Kadir Off-Line Point,36.0833,1.1833,+01:00,Africa/Algiers
ZAC,ZAC,CA,York Landing,56.0897,-96.0894,-06:00,America/Winnipeg
ZAD,ZAD,HR,Zadar,44.1083,15.3467,+01:00,Europe/Zagreb
ZAF,ZAF,FR,Arles Rail Station,43.6667,4.6333,+01:00,Europe/Paris
ZAG,ZAG,HR,Zagreb,45.7431,16.0689,+01:00,Europe/Zagreb
ZAH,ZAH,IR,Zahedan International,29.4733,60.9033,+03:30,Asia/Tehran
ZAI,ZAI,AR,Embarcacion Off-Line Point,-23.25,-64.0833,-03:00,America/Argentina/Buenos_Aires
ZAJ,ZAJ,AF,Zaranj,30.9714,61.8664,+04:30,Asia/Kabul
ZAK,ZAK,IT,Chiusa/Klausen Bus Station,46.6333,11.5667,+01:00,Europe/Rome
ZAL,ZAL,CL,Valdivia,-39.6494,-73.0864,-04:00,America/Santiago
ZAM,ZAM,PH,Zamboanga,6.9225,122.0597,+08:00,Asia/Manila
ZAN,ZAN,GR,Agios Nikolaos Off-Line Pt,35.1914,25.7133,+02:00,Europe/Athens
ZAO,ZAO,FR,Cahors Lalbenque,44.3506,1.4786,+01:00,Europe/Paris
ZAP,ZAP,CH,Appenzell Rail Station,47.3333,9.4,+01:00,Europe/Zurich
ZAQ,NUE,DE,Nuremberg Rail Station,49.445,11.0825,+01:00,Europe/Berlin
ZAR,ZAR,NG,Zaria,11.1333,7.6833,+01:00,Africa/Lagos
ZAS,ZAS,CN,Shunde Ferry Port,22.85,113.25,+08:00,Asia/Shanghai
ZAT,ZAT,CN,Zhaotong,27.3258,103.7547,+08:00,Asia/Shanghai
ZAU,ZAU,DE,Aue Rail Station,50.5833,12.7,+01:00,Europe/Berlin
ZAV,ZAV,PT,Aveiro Off-Line Pt,40.6333,-8.65,+00:00,Europe/Lisbon
ZAW,ZAW,DK,Nykobing Mors Bus Station,56.8,8.86,+01:00,Europe/Copenhagen
ZAX,ZAX,CN,Pan Yu Ferry Port,22.9333,113.3833,+08:00,Asia/Shanghai
ZAY,ANR,BE,Antwerp De Keyserlei Bus Station,51.2169,4.4169,+01:00,Europe/Brussels
ZAZ,ZAZ,ES,Zaragoza Airport,41.6661,-1.0417,+01:00,Europe/Madrid
ZBA,EAP,CH,Basel Bad Rail Station,47.5678,7.6083,+01:00,Europe/Zurich
ZBB,EBJ,DK,Esbjerg Rail Station,55.4667,8.45,+01:00,Europe/Copenhagen
ZBC,BHX,GB,Birmingham Colmore Row Bus Station,52.5,-1.3333,+00:00,Europe/London
ZBD,ZBD,CN,Jiangmen Ferry Port,22.6,113.1,+08:00,Asia/Shanghai
ZBE,ZBE,CZ,Zabreh,49.9283,18.0783,+01:00,Europe/Prague
ZBF,ZBF,CA,Bathurst,47.6297,-65.7389,-04:00,America/Halifax
ZBG,ZBG,PL,Elblag Off-Line Pt,54.1667,19.4167,+01:00,Europe/Warsaw
ZBH,ZBH,FR,Severac-Le-Chateau Rail Station,44.3167,3.0667,+01:00,Europe/Paris
ZBJ,ZBJ,DK,Fredericia Rail Station,55.5833,9.7667,+01:00,Europe/Copenhagen
ZBK,ZBK,ME,Zabljak Durmitor,43.1167,19.2333,+01:00,Europe/Podgorica
ZBL,ZBL,AU,Biloela,-24.4,150.5,+10:00,Australia/Brisbane
ZBM,ZBM,CA,Bromont,45.3167,-72.8333,-05:00,America/Toronto
ZBN,BZO,IT,Bolzano/Bozen Bus Station,46.5167,11.3667,+01:00,Europe/Rome
ZBO,ZBO,AU,Bowen,-20.0167,148.2167,+10:00,Australia/Brisbane
ZBP,BWI,US,Baltimore Penn Rail Station,39.3075,-76.6158,-05:00,America/New_York
ZBQ,ODE,DK,Odense Rail Station,55.4,10.3833,+01:00,Europe/Copenhagen
ZBR,ZBR,IR,Chah Bahar Konarak,25.4444,60.3836,+03:30,Asia/Tehran
ZBS,PHX,US,Phoenix Mesa Bus Station,33.4167,-115.8333,-07:00,America/Phoenix
ZBT,ZBT,DK,Kolding Rail Station,55.5167,9.4833,+01:00,Europe/Copenhagen
ZBU,AAR,DK,Aarhus Limousine Bus Stn,56.15,10.2167,+01:00,Europe/Copenhagen
ZBV,EGE,US,Beaver Creek Van Station,38.3667,-104.9667,-07:00,America/Denver
ZBW,ZBW,BR,Atibaia Off-Line Point,-23.1333,-46.5833,-03:00,America/Araguaina
ZBX,ZBX,HU,Szombathely Off-Line Point,47.2333,16.6167,+01:00,Europe/Budapest
ZBY,ZBY,LA,Sayaboury,19.2333,101.7333,+07:00,Asia/Vientiane
ZBZ,ZBZ,CN,Xinhui Ferry Port,22.5333,113.0333,+08:00,Asia/Shanghai
ZCA,ZCA,CN,Taishan Harbour,22.25,112.7833,+08:00,Asia/Shanghai
ZCB,ZCB,DE,Aschaffenburg Hbf Rail Station,49.9803,9.1439,+01:00,Europe/Berlin
ZCC,FKB,DE,Karlsruhe/Baden-Baden Rail Station,48.7906,8.1908,+01:00,Europe/Berlin
ZCD,ZCD,DE,Bamberg,49.9008,10.8986,+01:00,Europe/Berlin
ZCG,ZCG,DE,Bergisch Gladbach Off-Line Point,51.1,7.1167,+01:00,Europe/Berlin
ZCH,ZCH,DE,Bergkamen Off-Line Point,51.6161,7.6411,+01:00,Europe/Berlin
ZCI,ZCI,DE,Bocholt Off-Line Point,51.8333,6.6167,+01:00,Europe/Berlin
ZCL,ZCL,MX,Zacatecas Leobardo C. Ruiz Intl,22.8972,-102.6869,-06:00,America/Mexico_City
ZCN,ZCN,DE,Celle,52.6167,10.0833,+01:00,Europe/Berlin
ZCO,ZCO,CL,Temuco,-38.9269,-72.6469,-04:00,America/Santiago
ZCP,FUO,CN,Foshan Ferry Port,23.05,113.1167,+08:00,Asia/Shanghai
ZCQ,ZCQ,CL,Curico Off-Line Point,-35.0,-71.25,-04:00,America/Santiago
ZCS,ZCS,DE,Darmstadt Off-Line Point,49.8667,8.65,+01:00,Europe/Berlin
ZCT,ZCT,DE,Delmenhorst Off-Line Point,53.05,8.6167,+01:00,Europe/Berlin
ZCU,ZCU,CN,She Kou,22.4333,113.8833,+08:00,Asia/Shanghai
ZCV,ZCV,DE,Dinslaken,51.5667,6.7333,+01:00,Europe/Berlin
ZCW,ZCW,DE,Dormagen Off-Line Point,51.0947,6.8303,+01:00,Europe/Berlin
ZCZ,ZCZ,DE,Erlangen Off-Line Point,49.5911,11.0244,+01:00,Europe/Berlin
ZDA,ZDA,CH,Aarau Rail Station,47.3833,8.05,+01:00,Europe/Zurich
ZDB,ZDB,CH,Adelboden Bus Station,46.4833,7.5667,+01:00,Europe/Zurich
ZDC,ZDC,CH,Aigle Rail Station,46.3167,6.9667,+01:00,Europe/Zurich
ZDD,ZDD,CH,Arbon Rail Station,47.5167,9.4333,+01:00,Europe/Zurich
ZDE,ZDE,CH,Arosa Rail Station,46.7833,9.6667,+01:00,Europe/Zurich
ZDF,ZDF,PS,Nablus Off-Line Point,32.25,35.2333,+02:00,Asia/Hebron
ZDG,ZDG,CH,Baden Rail Station,47.4667,8.3,+01:00,Europe/Zurich
ZDH,EAP,CH,Basel/Mulhouse SBB,47.5478,7.5897,+01:00,Europe/Zurich
ZDI,ZDI,CH,Bellinzona Rail Station,46.2,9.0167,+01:00,Europe/Zurich
ZDJ,BRN,CH,Berne Rail Station,46.9194,7.5,+01:00,Europe/Zurich
ZDK,ZDK,CH,Biel/Bienne Rail Station,47.1667,7.25,+01:00,Europe/Zurich
ZDL,ZDL,CH,Brig Rail Station,46.3167,7.9833,+01:00,Europe/Zurich
ZDM,ZDM,PS,Ramallah Off-Line Point,31.8833,35.1667,+02:00,Asia/Hebron
ZDN,BRQ,CZ,Brno Rail Station,49.1906,16.6128,+01:00,Europe/Prague
ZDO,ZDO,CH,Buchs Sg Rail Station,47.1667,9.4667,+01:00,Europe/Zurich
ZDP,ZDP,CH,Burgdorf Rail Station,47.05,7.6167,+01:00,Europe/Zurich
ZDQ,ZDQ,CH,Champery Rail Station,46.1833,6.8667,+01:00,Europe/Zurich
ZDR,ZDR,CH,Chateau-D'oex Rail Station,46.4667,7.1333,+01:00,Europe/Zurich
ZDS,ZDS,CH,Chiasso Rail Station,45.8333,9.0333,+01:00,Europe/Zurich
ZDT,ZDT,CH,Chur Rail Station,46.85,9.5,+01:00,Europe/Zurich
ZDU,DND,GB,Dundee Rail Station,56.4667,-2.9667,+00:00,Europe/London
ZDV,ZDV,CH,Davos Dorf Rail Station,46.8167,9.8333,+01:00,Europe/Zurich
ZDW,ZDW,CH,Delemont Rail Station,47.3667,7.3333,+01:00,Europe/Zurich
ZDX,ZDX,CH,Dietikon Rail Station,47.4167,8.75,+01:00,Europe/Zurich
ZDY,ZDY,AE,Delma Island,24.51,52.3353,+04:00,Asia/Dubai
ZDZ,ZDZ,CH,Einsiedeln Rail Station,47.1167,8.75,+01:00,Europe/Zurich
ZEC,ZEC,ZA,Secunda,-26.5333,29.1667,+02:00,Africa/Johannesburg
ZED,ZED,DE,Euskirchen,50.6667,6.7833,+01:00,Europe/Berlin
ZEE,ZEE,DE,Fulda Rail Station,50.5539,9.6839,+01:00,Europe/Berlin
ZEF,ZEF,CN,Nanhai Ferry Port,23.0333,113.15,+08:00,Asia/Shanghai
