City,Description jour,Timezone,Latitude,Longitude,Date,Current time,Max_Température,Min_Température,Current temperature,Humidité,Precipitation,Neige,Neige_densité,Vent_rafale,Vent_vitesse,Vent_direction,Pression,Nuage,Visibilité,Solar radiation,Energy_solaire,Soleil_coucher,Alert risk,Description,Weather conditions,Weather alerts,Alertes_description,Vitesse_vent
"Bahir Dar, Ethiopia",Similar temperatures continuing with a chance of rain multiple days.,Africa/Addis_Ababa,11.58901,37.39155,2023-07-07,00:00:00,25.0,15.2,16.2,80.0,16.5,0.0,0.0,20.9,18.7,291.6,1014.6,91.3,,220.8,18.9,18:58:37,30.0,Cloudy skies throughout the day with storms possible.,"Rain, Overcast",,,18.7
"Bajura, Seti, Nepal",Similar temperatures continuing with a chance of rain multiple days.,Asia/Kathmandu,29.37295,81.24535,2023-07-07,03:00:00,23.2,19.3,19.5,80.4,0.6,0.0,0.0,7.9,7.2,337.9,1007.0,96.2,,120.1,10.6,19:23:20,10.0,Cloudy skies throughout the day with rain.,"Rain, Overcast",,,7.2
"Bodrum, Muğla, Türkiye",Similar temperatures continuing with no rain expected.,Europe/Istanbul,37.0332,27.4188,2023-07-07,23:50:00,33.1,24.7,24.8,59.3,0.0,0.0,0.0,45.4,25.2,317.1,1007.4,0.0,,343.5,29.8,20:33:05,10.0,Clear conditions throughout the day.,Clear,,,25.2
"Bajara, Hisuya, BR, Bharat",Similar temperatures continuing with a chance of rain multiple days.,Asia/Kolkata,24.87827,85.43382,2023-07-07,02:30:00,35.5,28.7,28.5,63.3,2.6,0.0,0.0,31.3,22.0,113.0,1001.0,88.7,,198.5,17.3,18:41:42,30.0,Partly cloudy throughout the day with storms possible.,Partially cloudy,,,22.0
"Батајнички друм, 11185 Београд, Србија",Similar temperatures continuing with a chance of rain tomorrow.,Europe/Belgrade,44.8738,20.33844,2023-07-06,23:00:00,30.3,20.2,23.5,69.1,1.0,0.0,0.0,32.0,19.7,315.2,1014.1,64.2,,318.0,27.7,20:27:17,60.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",Thunderstorm Warning - yellow,Local thunderstorms,19.7
"Badajoz, Extremadura, España",Similar temperatures continuing with no rain expected.,Europe/Madrid,38.8748,-6.97272,2023-07-06,23:15:00,35.0,17.7,27.0,48.9,0.0,0.0,0.0,32.8,17.6,282.4,1013.0,46.7,,351.8,30.4,21:56:16,10.0,Partly cloudy throughout the day.,Partially cloudy,,,17.6
"Былово, Москва, Центральный федеральный округ, Россия",Similar temperatures continuing with a chance of rain today & tomorrow.,Europe/Moscow,55.44729,37.24223,2023-07-07,00:00:00,26.7,17.2,21.9,84.5,4.1,0.0,0.0,31.0,10.4,192.0,1015.6,97.6,,237.8,20.5,21:12:24,30.0,Cloudy skies throughout the day with storms possible.,"Rain, Overcast",,,10.4
"Nal, Bikaner, RJ, India",Similar temperatures continuing with a chance of rain tomorrow & Sunday.,Asia/Kolkata,28.05012,73.20134,2023-07-07,03:00:00,38.1,29.2,30.1,55.4,2.1,0.0,0.0,39.2,34.9,152.8,999.9,57.8,,296.0,25.4,19:37:30,30.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,34.9
"Chemin Buckland, Ottawa, ON K0A, Canada","Similar temperatures continuing with a chance of rain tomorrow, Saturday & Thursday.",America/Nipigon,45.35271,-75.35405,2023-07-06,17:00:00,32.5,19.6,32.8,67.6,0.0,0.0,0.0,38.4,18.1,225.6,1011.4,47.7,,354.3,30.5,20:51:47,30.0,Partly cloudy throughout the day.,Partially cloudy,heat,"
A multi-day heat event continues.

Maximum temperatures:
29 to 33 degrees Celsius 
 
Minimum temperatures:
18 to 21 degrees Celsius 

Humidex:
37 to 40

Timing:
Today through Friday.

Discussion:
Areas near the lakes could be slightly cooler than regions farther inland. 
Friday is expected to remain humid. Daytime highs are forecast to be near 28°C with humidex values near 37.

Hot and humid air can also bring deteriorating air quality and can result in the Air Quality Health Index approaching the high risk category.

###

Extreme heat affects everyone.

The risks are greater for young children, pregnant women, older adults, people with chronic illnesses and people working or exercising outdoors.

Watch for the effects of heat illness: swelling, rash, cramps, fainting, heat exhaustion, heat stroke and the worsening of some health conditions.

Heat warnings are issued when very high temperature or humidity conditions are expected to pose an elevated risk of heat illnesses, such as heat stroke or heat exhaustion.

Please continue to monitor alerts and forecasts issued by Environment Canada. To report severe weather, send an email to ONstorm@ec.gc.ca or tweet reports using #ONStorm.
",18.1
"Breckenridge, TX, United States",Similar temperatures continuing with no rain expected.,America/Chicago,32.75542,-98.90194,2023-07-06,15:55:00,34.5,23.9,26.4,54.6,0.018,0.0,0.0,42.4,20.5,143.4,1015.1,40.5,,255.8,22.1,20:47:08,60.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,20.5
"Branson, MO, United States",Similar temperatures continuing with a chance of rain multiple days.,America/Chicago,36.6416,-93.2179,2023-07-06,16:19:00,28.9,19.0,29.9,80.8,3.4,0.0,0.0,18.4,11.2,328.8,1017.1,24.8,,188.4,16.1,20:34:42,30.0,Becoming cloudy in the afternoon with storms possible.,Partially cloudy,,,11.2
"Kekaha, HI, United States",Similar temperatures continuing with a chance of rain multiple days.,Pacific/Honolulu,21.966,-159.713,2023-07-06,10:35:00,28.9,23.0,30.7,70.1,0.565,0.0,0.0,38.9,18.7,286.5,1018.7,52.9,,229.2,19.8,19:26:21,10.0,Partly cloudy throughout the day with morning rain.,"Rain, Partially cloudy",,,18.7
"Kota Kinabalu, Sabah, Malaysia",Similar temperatures continuing with a chance of rain multiple days.,Asia/Kuching,5.98139,116.074,2023-07-07,05:00:00,28.4,24.0,24.0,80.4,12.0,0.0,,13.0,14.4,220.2,1010.2,54.1,,252.8,21.9,18:34:14,30.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,14.4
"กรุงเทพมหานคร, ประเทศไทย",Similar temperatures continuing with a chance of rain multiple days.,Asia/Bangkok,13.7534,100.505,2023-07-07,04:00:00,37.9,27.7,28.9,57.0,0.6,0.0,0.0,29.2,19.1,213.6,1008.0,53.0,,270.0,23.4,18:50:00,30.0,Becoming cloudy in the afternoon.,Partially cloudy,,,19.1
"Burkett Ln, Cleveland, TX 77328, United States",Similar temperatures continuing with no rain expected.,America/Chicago,30.28847,-95.14405,2023-07-06,16:10:00,32.3,24.6,25.0,84.1,26.553,0.0,0.0,42.5,13.0,181.4,1016.7,53.5,,141.6,12.1,20:26:06,60.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,13.0
"Balkan, Bursa, Türkiye",Warming up with a chance of rain tomorrow & Sunday.,Europe/Istanbul,40.2158,28.8113,2023-07-07,23:50:00,29.3,18.6,25.1,75.9,0.6,0.0,0.0,48.2,18.7,342.5,1012.2,28.2,,337.0,29.1,20:37:00,10.0,Partly cloudy throughout the day.,Partially cloudy,,,18.7
"Bamako, Mali",Similar temperatures continuing with a chance of rain multiple days.,Africa/Bamako,12.6504,-8.00004,2023-07-06,21:00:00,34.0,23.0,29.0,65.5,1.3,0.0,0.0,30.6,20.5,213.7,1012.8,39.9,,254.3,22.0,19:02:01,10.0,Partly cloudy throughout the day with early morning rain.,"Rain, Partially cloudy",,,20.5
"Blackall, QLD 4472, Australia",Similar temperatures continuing with no rain expected.,Australia/Brisbane,-24.424,145.464,2023-07-07,07:00:00,19.7,11.8,12.0,46.4,0.0,0.0,0.0,25.9,18.4,200.4,1020.2,5.6,,188.5,16.3,17:43:29,10.0,Clear conditions throughout the day.,Clear,,,18.4
"Bokoro, Djibasso, Burkina Faso",Similar temperatures continuing with a chance of rain multiple days.,Africa/Ouagadougou,13.32746,-4.07048,2023-07-06,21:00:00,37.9,28.0,34.3,40.2,0.0,0.0,0.0,35.3,19.8,164.1,1009.9,64.7,,289.7,25.0,18:47:30,10.0,Partly cloudy throughout the day.,Partially cloudy,,,19.8
"Blackstone, MA, United States","Similar temperatures continuing with a chance of rain Sunday, Monday & Tuesday.",America/New_York,42.0361,-71.5344,2023-07-06,17:08:00,31.2,19.7,29.9,80.9,1.3,0.0,0.0,29.5,13.0,181.2,1013.8,25.0,,214.0,18.5,20:24:32,30.0,Partly cloudy throughout the day.,Partially cloudy,,,13.0
"Betioky, Ampanihy, Madagascar",Cooling down with no rain expected.,Indian/Antananarivo,-24.37309,44.77486,2023-07-07,00:00:00,26.0,13.1,14.5,63.2,0.0,0.0,0.0,43.2,21.2,117.4,1025.6,1.7,,183.6,15.9,17:26:27,10.0,Clear conditions throughout the day.,Clear,,,21.2
"County St, Beckley, WV 25801, United States",Similar temperatures continuing with a chance of rain multiple days.,America/New_York,37.78651,-81.18623,2023-07-06,17:18:00,27.8,17.3,27.7,76.0,1.3,0.0,0.0,16.6,11.2,323.2,1013.8,38.3,,231.4,19.9,20:49:51,10.0,Partly cloudy throughout the day.,Partially cloudy,,,11.2
"Bukoba, Kagera, Tanzania","Similar temperatures continuing with a chance of rain tomorrow, Sunday & Tuesday.",Africa/Dar_es_Salaam,-1.33636,31.814,2023-07-07,21:00:00,25.3,17.1,23.0,55.4,0.3,0.0,0.0,28.8,23.4,163.1,1014.9,84.2,,230.6,19.8,18:59:05,10.0,Partly cloudy throughout the day.,Partially cloudy,,,23.4
"Barcelona, Anzoátegui, República Bolivariana De Venezuela",Similar temperatures continuing with a chance of rain multiple days.,America/Caracas,10.1345,-64.66262,2023-07-06,17:00:00,33.0,25.1,33.0,81.6,0.0,0.0,,47.9,40.0,46.8,1012.5,47.8,,305.5,26.5,18:44:15,30.0,Partly cloudy throughout the day.,Partially cloudy,,,40.0
"Balboa, Ancón, Panamá",Similar temperatures continuing with a chance of rain multiple days.,America/Panama,8.95364,-79.55792,2023-07-06,16:10:00,31.3,24.4,24.6,90.5,27.5,0.0,0.0,19.8,12.2,309.7,1010.1,77.0,,99.5,8.4,18:41:48,60.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,12.2
"Las Vegas Bay Rd, Boulder City, NV 89005, United States",Similar temperatures continuing with no rain expected.,America/Los_Angeles,36.11913,-114.86852,2023-07-06,14:10:00,43.4,24.7,39.7,7.0,0.0,0.0,0.0,37.1,25.9,216.4,1004.9,2.4,,377.4,32.6,19:59:50,10.0,Clear conditions throughout the day.,Clear,,,25.9
"Borlänge, Dalarnas län, Sverige","Similar temperatures continuing with a chance of rain tomorrow, Wednesday & Thursday.",Europe/Stockholm,60.4838,15.4343,2023-07-06,23:20:00,18.0,12.0,12.8,88.7,9.2,0.0,0.0,34.6,18.3,107.9,1008.2,96.9,,99.3,8.6,22:24:05,10.0,Cloudy skies throughout the day with a chance of rain throughout the day.,"Rain, Overcast",,,18.3
"Bluefield, WV, United States",Similar temperatures continuing with a chance of rain multiple days.,America/New_York,37.268,-81.2226,2023-07-06,17:20:00,27.3,17.2,26.0,76.9,1.0,0.0,0.0,11.2,9.4,268.4,1014.3,33.4,,218.8,18.6,20:48:30,10.0,Partly cloudy throughout the day.,Partially cloudy,,,9.4
"Belaga, Sarawak, Malaysia",Similar temperatures continuing with a chance of rain multiple days.,Asia/Kuching,2.70113,113.775,2023-07-07,05:00:00,26.1,21.8,24.0,97.4,22.2,0.0,0.0,4.7,4.7,340.6,1011.1,89.5,,228.7,19.7,18:37:55,60.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,4.7
"Blythe, Belt, MT, United States",Similar temperatures continuing with no rain expected.,America/Denver,47.34726,-110.89503,2023-07-06,15:17:00,24.7,10.3,24.9,52.7,0.3,0.0,0.0,29.5,14.1,51.7,1013.8,35.0,,283.1,24.4,21:21:59,10.0,Clearing in the afternoon.,Partially cloudy,,,14.1
"Bellingham, WA, United States",Similar temperatures continuing with no rain expected.,America/Los_Angeles,48.7523,-122.471,2023-07-06,14:15:00,27.3,13.9,26.6,71.7,0.0,0.0,0.0,25.9,20.5,186.5,1012.0,17.6,,322.9,27.8,21:14:27,10.0,Clear conditions throughout the day.,Clear,,,20.5
"Allées Ben Boulaid, باتنة, الجزائر",Similar temperatures continuing with no rain expected.,Africa/Algiers,35.55631,6.17729,2023-07-06,21:00:00,39.0,20.0,31.4,35.5,0.0,0.0,0.0,78.8,25.9,239.7,1018.0,31.6,,351.6,30.3,19:54:10,10.0,Partly cloudy throughout the day.,Partially cloudy,,,25.9
"Blackpool, England, United Kingdom",Similar temperatures continuing with a chance of rain multiple days.,Europe/London,53.8096,-3.05077,2023-07-06,20:50:00,19.8,13.6,15.9,70.3,2.5,0.0,0.0,44.3,26.3,215.9,1011.6,59.0,,85.5,7.4,21:43:36,10.0,Clearing in the afternoon with a chance of rain throughout the day.,"Rain, Partially cloudy",,,26.3
"Billund, Syddanmark, Danmark","Similar temperatures continuing with a chance of rain Tuesday, Wednesday & Thursday.",Europe/Copenhagen,55.7316,9.11391,2023-07-06,22:50:00,18.0,11.0,13.0,80.2,1.7,0.0,0.0,55.4,33.4,249.1,1011.5,75.4,,243.9,21.0,22:07:37,10.0,Partly cloudy throughout the day with early morning rain.,"Rain, Partially cloudy",,,33.4
"Belmar, NJ, United States",Similar temperatures continuing with a chance of rain Sunday & Monday.,America/New_York,40.183,-74.0243,2023-07-06,17:10:00,31.2,21.2,27.5,83.1,0.0,0.0,0.0,29.5,16.4,152.0,1013.8,33.2,,312.8,26.9,20:28:27,30.0,Partly cloudy throughout the day.,Partially cloudy,,,16.4
"Benalla, VIC 3672, Australia",Similar temperatures continuing with a chance of rain tomorrow.,Australia/Melbourne,-36.5513,145.985,2023-07-07,07:15:00,12.2,6.6,4.5,89.0,3.0,0.0,0.0,41.8,18.7,313.2,1011.9,74.7,,78.6,6.8,17:13:46,10.0,Partly cloudy throughout the day with early morning rain.,"Rain, Partially cloudy",,,18.7
"Blönduós, Blönduósbær, Ísland",Cooling down with no rain expected.,Atlantic/Reykjavik,65.6618,-20.2896,2023-07-06,21:00:00,9.2,5.6,8.6,89.9,0.0,0.0,0.0,35.6,22.7,339.8,1016.0,93.0,,273.1,23.5,00:20:50,10.0,Cloudy skies throughout the day.,Overcast,,,22.7
"Huallaga, San Martín, Perú",Similar temperatures continuing with a chance of rain multiple days.,America/Lima,-7.1292,-76.65164,2023-07-06,14:00:00,33.0,20.1,33.0,78.6,0.9,0.0,0.0,14.0,11.1,188.5,1013.7,67.3,,221.4,19.1,18:03:07,30.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,11.1
"Bologna, Emilia Romagna, Italia",Similar temperatures continuing with a chance of rain tomorrow.,Europe/Rome,44.5048,11.3451,2023-07-06,23:15:00,26.0,20.0,21.7,68.2,3.6,0.0,0.0,32.0,20.3,31.4,1015.0,54.4,,220.5,19.0,21:01:52,60.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",Orange Thunderstorm Warning,"Severe weather expected
 (DISCLAIMER: ""Information provided on METEOALARM for Italy regard only the intensity and recurrence of the phenomena, further details can be found at www.meteoam.it. METEOALARM information do not provide the assessment of impact on the territory and they do not represent the Official Alerts messages that are issued by the National Civil Protection Service https://www.protezionecivile.gov.it"")",20.3
"Bengaluru, KA, India",Similar temperatures continuing with a chance of rain multiple days.,Asia/Kolkata,12.9664,77.5872,2023-07-07,02:30:00,23.6,19.8,21.0,85.1,0.9,0.0,0.0,58.3,28.4,252.9,1010.5,94.8,,89.5,7.7,18:50:16,10.0,Cloudy skies throughout the day.,Overcast,,,28.4
"Bollon, QLD 4488, Australia",Similar temperatures continuing with no rain expected.,Australia/Brisbane,-28.03164,147.47827,2023-07-07,07:00:00,17.6,9.2,9.2,53.1,0.0,0.0,0.0,46.1,23.0,257.3,1019.2,7.3,,170.9,14.8,17:27:57,10.0,Clear conditions throughout the day.,Clear,,,23.0
"Blackwater, MO, United States",Similar temperatures continuing with a chance of rain tomorrow & Saturday.,America/Chicago,38.9811,-92.9899,2023-07-06,16:15:00,28.9,18.4,26.6,64.2,0.0,0.0,0.0,27.7,14.9,354.6,1017.0,23.6,,204.8,17.5,20:40:35,10.0,Partly cloudy throughout the day.,Partially cloudy,,,14.9
"Blue Canyon Rd, Emigrant Gap, CA 95715, United States",Similar temperatures continuing with no rain expected.,America/Los_Angeles,39.25034,-120.70852,2023-07-06,14:20:00,23.5,16.2,24.0,40.6,0.0,0.0,0.0,22.3,16.6,263.4,1009.5,0.3,,337.1,29.3,20:32:16,10.0,Clear conditions throughout the day.,Clear,Special Weather Statement,"...Typical July Weather Conditions Continue...
* Slightly above average temperatures with 90s in the lower valleys
of western Nevada and upper-70s to low-80s in the Sierra valleys
will continue through the weekend. Late-day southwesterly zephyr
breezes ranging from 20-30 mph are also expected.
* Showers and thunderstorms will be possible across far northeast
California and northwestern Nevada each afternoon and evening
through Friday. Impacts expected are lightning, outflow winds to
40 mph, small hail, and brief downpours of a half inch or more of
rain.
* Rivers and streams in the Eastern Sierra will continue to run
full, fast, and cold through this weekend. Mainly minor flooding
impacts are expected along the Walker River.
* Haze from the active Bone fire northwest of Yosemite National Park
will be possible across Alpine, northern Mono, and neighboring
counties in Nevada over the next couple days.",16.6
"Belleville, ON, Canada",Similar temperatures continuing with a chance of rain tomorrow.,America/Toronto,44.161,-77.3818,2023-07-06,17:00:00,30.7,18.0,31.1,75.5,0.0,0.0,0.0,18.7,14.4,218.9,1011.7,51.3,,331.2,28.6,20:55:24,30.0,Partly cloudy throughout the day.,Partially cloudy,heat,"
A multi-day heat event continues.

Maximum temperatures:
29 to 33 degrees Celsius 
 
Minimum temperatures:
18 to 21 degrees Celsius 

Humidex:
37 to 40

Timing:
Today through Friday.

Discussion:
Areas near the lakes could be slightly cooler than regions farther inland.

Hot and humid air can also bring deteriorating air quality and can result in the Air Quality Health Index approaching the high risk category.

###

Extreme heat affects everyone.

The risks are greater for young children, pregnant women, older adults, people with chronic illnesses and people working or exercising outdoors.

Watch for the effects of heat illness: swelling, rash, cramps, fainting, heat exhaustion, heat stroke and the worsening of some health conditions.

Heat warnings are issued when very high temperature or humidity conditions are expected to pose an elevated risk of heat illnesses, such as heat stroke or heat exhaustion.

Please continue to monitor alerts and forecasts issued by Environment Canada. To report severe weather, send an email to ONstorm@ec.gc.ca or tweet reports using #ONStorm.
",14.4
"Belluno, Veneto, Italia",Cooling down with a chance of rain multiple days.,Europe/Rome,46.141,12.2128,2023-07-06,23:15:00,23.0,13.9,17.7,76.3,8.1,0.0,0.0,19.4,21.6,42.5,1017.0,68.1,,178.3,15.5,21:04:43,10.0,Partly cloudy throughout the day with a chance of rain throughout the day.,"Rain, Partially cloudy",Orange Thunderstorm Warning,"Severe weather expected on southern area
 (DISCLAIMER: ""Information provided on METEOALARM for Italy regard only the intensity and recurrence of the phenomena, further details can be found at www.meteoam.it. METEOALARM information do not provide the assessment of impact on the territory and they do not represent the Official Alerts messages that are issued by the National Civil Protection Service https://www.protezionecivile.gov.it"")",21.6
"Belmullet Dr, Reno, NV 89523, United States",Similar temperatures continuing with no rain expected.,America/Los_Angeles,39.5249,-119.967,2023-07-06,14:15:00,30.1,13.6,31.1,37.0,0.0,0.0,0.0,35.3,29.5,270.6,1011.4,11.7,,352.1,30.4,20:30:08,10.0,Clear conditions throughout the day.,Clear,Special Weather Statement,"...Typical July Weather Conditions Continue...
* Slightly above average temperatures with 90s in the lower valleys
of western Nevada and upper-70s to low-80s in the Sierra valleys
will continue through the weekend. Late-day southwesterly zephyr
breezes ranging from 20-30 mph are also expected.
* Showers and thunderstorms will be possible across far northeast
California and northwestern Nevada each afternoon and evening
through Friday. Impacts expected are lightning, outflow winds to
40 mph, small hail, and brief downpours of a half inch or more of
rain.
* Rivers and streams in the Eastern Sierra will continue to run
full, fast, and cold through this weekend. Mainly minor flooding
impacts are expected along the Walker River.
* Haze from the active Bone fire northwest of Yosemite National Park
will be possible across Alpine, northern Mono, and neighboring
counties in Nevada over the next couple days.",29.5
"Blantyre, Malawi",Cooling down with a chance of rain Wednesday & Thursday.,Africa/Blantyre,-15.7873,35.0009,2023-07-06,17:00:00,21.0,14.0,20.0,67.3,1.0,0.0,0.0,37.1,22.3,145.8,1024.3,48.2,,170.8,14.7,17:21:25,10.0,Partly cloudy throughout the day with a chance of rain throughout the day.,"Rain, Partially cloudy",,,22.3
"Bromma kyrka, Stockholm, Stockholms län, Sverige","Similar temperatures continuing with a chance of rain tomorrow, Wednesday & Thursday.",Europe/Stockholm,59.3537,17.9167,2023-07-06,23:19:00,19.0,12.9,14.9,76.7,4.7,0.0,0.0,40.7,25.9,148.1,1009.7,78.2,,231.8,20.0,22:02:24,10.0,Partly cloudy throughout the day with rain clearing later.,"Rain, Partially cloudy",,,25.9
"Bumba, Mongala, République Démocratique du Congo",Similar temperatures continuing with a chance of rain multiple days.,Africa/Kinshasa,2.18973,22.4625,2023-07-06,22:00:00,30.2,20.9,21.4,80.6,1.7,0.0,0.0,19.1,8.6,47.2,1012.5,95.8,,135.1,11.6,17:42:12,30.0,Cloudy skies throughout the day with storms possible.,"Rain, Overcast",,,8.6
"Brigham City, UT, United States",Similar temperatures continuing with no rain expected.,America/Denver,41.51273,-112.01571,2023-07-06,15:18:00,29.1,15.1,29.5,33.9,0.0,0.0,0.0,42.5,18.4,78.0,1008.3,26.1,,310.4,26.9,21:04:41,10.0,Partly cloudy throughout the day.,Partially cloudy,,,18.4
"Belo sur Tsiribihina, Madagascar",Similar temperatures continuing with no rain expected.,Indian/Antananarivo,-19.67936,44.54603,2023-07-07,00:00:00,31.0,14.8,17.6,62.7,0.0,0.0,0.0,29.9,17.3,168.2,1020.7,4.7,,201.8,17.4,17:36:26,10.0,Clear conditions throughout the day.,Clear,,,17.3
"Broome, WA 6725, Australia",Similar temperatures continuing with no rain expected.,Australia/Perth,-17.9557,122.237,2023-07-07,05:00:00,25.2,14.0,13.0,52.1,0.0,0.0,,46.1,28.8,123.9,1016.8,6.5,,209.8,18.1,17:28:47,10.0,Clear conditions throughout the day.,Clear,,,28.8
"Bakouma, République Centrafricaine",Similar temperatures continuing with a chance of rain multiple days.,Africa/Bangui,5.69795,22.78435,2023-07-06,22:00:00,25.0,19.6,19.8,93.2,11.7,0.0,0.0,16.9,6.8,267.8,1013.0,81.1,,142.4,12.3,17:46:50,60.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,6.8
"Bloomington, IN, United States",Similar temperatures continuing with a chance of rain Saturday & Sunday.,America/Indiana/Indianapolis,39.1666,-86.5348,2023-07-06,17:20:00,29.3,21.2,28.7,78.0,2.111,0.0,0.0,33.5,16.6,309.0,1013.2,46.8,,258.2,22.0,21:15:20,30.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,16.6
"Boma I, Bulungu-Kikwit, Kwilu, République Démocratique du Congo",Similar temperatures continuing with no rain expected.,Africa/Kinshasa,-4.247,18.25047,2023-07-06,22:00:00,35.0,21.0,25.8,41.0,0.0,0.0,0.0,11.9,6.1,213.6,1011.6,28.6,,266.0,23.1,17:48:18,10.0,Partly cloudy throughout the day.,Partially cloudy,,,6.1
"Badamita Kel., Rakit, Banjarnegara, Indonesia",Similar temperatures continuing with a chance of rain multiple days.,Asia/Jakarta,-7.39765,109.55859,2023-07-07,04:00:00,28.0,22.0,22.5,89.6,18.2,0.0,0.0,24.8,14.4,153.7,1012.7,79.7,,201.3,17.3,17:37:56,30.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,14.4
"Borkum, Niedersachsen, Deutschland",Similar temperatures continuing with a chance of rain multiple days.,Europe/Berlin,53.5882,6.66982,2023-07-06,23:17:00,21.3,10.6,14.5,74.4,0.0,0.0,0.0,47.9,21.7,235.7,1015.4,63.0,,202.0,17.4,22:03:23,10.0,Partly cloudy throughout the day.,Partially cloudy,,,21.7
"Rue de Berlin, 1400 Nivelles, Belgique","Similar temperatures continuing with a chance of rain Saturday, Sunday & Tuesday.",Europe/Brussels,50.61522,4.32202,2023-07-06,23:20:00,21.4,10.5,15.3,63.7,0.0,0.0,0.0,25.9,16.1,224.4,1017.9,63.0,,319.5,27.5,21:56:22,10.0,Partly cloudy throughout the day.,Partially cloudy,,,16.1
"بيطام, باتنة, الجزائر",Similar temperatures continuing with no rain expected.,Africa/Algiers,35.2903,5.37595,2023-07-06,21:00:00,43.0,32.0,35.8,20.6,0.0,0.0,0.0,67.0,37.1,114.2,1012.1,39.3,,341.9,29.5,19:56:40,10.0,Partly cloudy throughout the day.,Partially cloudy,,,37.1
"بامارني, عميدي, العراق",Similar temperatures continuing with no rain expected.,Asia/Baghdad,37.1203,43.2701,2023-07-07,00:00:00,40.6,26.7,28.8,24.0,0.0,0.0,0.0,41.4,21.6,148.4,1002.1,5.1,,337.9,29.2,19:29:57,10.0,Clear conditions throughout the day.,Clear,,,21.6
"ဗန်းမော်, ကချင်ပြည်နယ်, MMR",Similar temperatures continuing with a chance of rain multiple days.,Asia/Yangon,24.2582,97.2286,2023-07-07,04:00:00,29.3,23.7,23.9,92.2,2.6,0.0,0.0,4.7,3.2,35.4,1007.3,96.0,,113.3,9.7,18:53:14,10.0,Cloudy skies throughout the day with a chance of rain throughout the day.,"Rain, Overcast",,,3.2
"Island Grv, Brampton, ON L6X, Canada",Similar temperatures continuing with a chance of rain tomorrow.,America/Toronto,43.65817,-79.8006,2023-07-06,17:00:00,28.2,20.2,21.9,74.6,5.708,0.0,0.0,38.9,17.7,280.1,1012.0,44.3,,189.5,16.3,21:03:15,30.0,Becoming cloudy in the afternoon with storms possible.,"Rain, Partially cloudy",heat,"
A multi-day heat event continues.

Maximum temperatures:
29 to 32 degrees Celsius 
 
Minimum temperatures:
18 to 21 degrees Celsius

Humidex:
37 to 40

Timing:
Today. 

Discussion:
Areas near the lakes could be slightly cooler than regions further inland.
Conditions will start to improve from west to east this afternoon with the passage of the cold front.

Hot and humid air can also bring deteriorating air quality and can result in the Air Quality Health Index approaching the high risk category.

###

Extreme heat affects everyone.

The risks are greater for young children, pregnant women, older adults, people with chronic illnesses and people working or exercising outdoors.

Watch for the effects of heat illness: swelling, rash, cramps, fainting, heat exhaustion, heat stroke and the worsening of some health conditions.

Heat warnings are issued when very high temperature or humidity conditions are expected to pose an elevated risk of heat illnesses, such as heat stroke or heat exhaustion.

Please continue to monitor alerts and forecasts issued by Environment Canada. To report severe weather, send an email to ONstorm@ec.gc.ca or tweet reports using #ONStorm.
",17.7
"Bamburi, Kandarpur, Odisha, India",Similar temperatures continuing with a chance of rain multiple days.,Asia/Kolkata,20.4052,85.976,2023-07-07,02:30:00,34.2,27.0,27.0,74.8,8.6,0.0,0.0,35.3,19.4,183.6,1002.3,95.2,,192.1,16.6,18:30:30,30.0,Cloudy skies throughout the day with storms possible.,"Rain, Overcast",,,19.4
"Baltrum, Niedersachsen, Deutschland",Similar temperatures continuing with a chance of rain multiple days.,Europe/Berlin,53.72748,7.37054,2023-07-06,22:20:00,19.1,13.7,15.1,74.2,0.7,0.0,0.0,47.9,31.0,258.9,1015.5,55.2,,314.8,27.2,22:01:26,10.0,Partly cloudy throughout the day with a chance of rain throughout the day.,"Rain, Partially cloudy",,,31.0
"Beaumont, AB, Canada",Similar temperatures continuing with a chance of rain multiple days.,America/Edmonton,53.3578,-113.414,2023-07-06,15:13:00,23.4,8.7,25.0,72.0,0.0,0.0,0.0,21.6,14.4,307.6,1015.2,49.3,,287.2,24.8,22:02:07,30.0,Partly cloudy throughout the day with storms possible.,Partially cloudy,,,14.4
"Jalan Sultan M Salahuddin, Bima 84174, Indonesia",Similar temperatures continuing with a chance of rain tomorrow.,Asia/Makassar,-8.52655,118.68553,2023-07-07,05:00:00,30.0,21.4,21.5,81.7,0.8,0.0,0.0,24.5,13.7,156.8,1012.5,43.1,,214.6,18.7,17:59:31,10.0,Partly cloudy throughout the day with rain clearing later.,"Rain, Partially cloudy",,,13.7
